parent,node,branch.length,label,Species,Habitat,Water_Type,MatchSpecies,MatchGenus,CBL_med,CBL_max,d_med,alphaAnt_med,alphaAnt_max,alphaPos_med,alphaPos_max,DAnt_med,DAnt_max,DPos_med,DPos_max,dBW_med,dBW_max,DAntBW_med,DAntBW_max,DPosBW_med,DPosBW_max,d_mid,CBL_mid,alphaAnt_mid,DPos_mid,DAnt_mid,DAntBW_mid,DPosBW_mid,d_slope,CBL_slope,alphaPos_slope,alphaAnt_slope,DPos_slope,DAnt_slope,dBW_slope,DAntBW_slope,DPosBW_slope,d_quad,CBL_quad,alphaPos_quad,alphaAnt_quad,DPos_quad,DAnt_quad,dBW_quad,DAntBW_quad,DPosBW_quad,d_order,CBL_order,alphaPos_order,alphaAnt_order,DPos_order,DAnt_order,dBW_order,DAntBW_order,DPosBW_order,Family,Tip,compare,var,value,change
105,27,41.500001000000005,Macrouridae_Coryphaenoides_armatus_M20312,Coryphaenoides_filifer,benthic,marine,armatus,Coryphaenoides,0.0306,0.0332,0.00185,69.98365000000001,84.9295,66.461,72.5872,0.01685,0.0186,0.01625,0.0183,0.014444096,0.017832215,0.130531638,0.144179005,0.1260001525,0.141996085,0.00187142857142857,0.03198571428571428,49.83740714285711,0.01624285714285714,0.01415714285714285,0.1095807733571428,0.12605872728571427,NA,0.04864285714285713,-46.105428571428526,143.20210714285713,NA,0.07585714285714276,NA,0.5862402974999987,NA,NA,-0.0307142857142857,NA,-183.0803571428571,NA,-0.06904761904761897,NA,-0.5343050511904752,NA,0,2,1,2,0,2,0,2,0,Macrouridae,611,b-d,d_max,0.0023,decrease
105,28,41.500001,Gadidae_Microgadus_proximus_E00333,Microgadus_proximus,demersal,marine,proximus,Microgadus,0.02215,0.0231,0.00185,79.80015,88.1967,80.80879999999999,94.3238,0.0149,0.0164,0.0147,0.0164,0.0146121715,0.018800033,0.119902659,0.131276067,0.117935926,0.132003112,0.00165714285714285,0.02132857142857142,79.05792142857143,0.0130642857142857,0.01436428571428571,0.1153646742142857,0.104926944,0.0087142857142857,NA,-15.698321428571148,60.8599642857144,0.00796428571428577,0.02803571428571425,0.06975549285714286,0.22080706892857152,0.0576524942857143,-0.00761904761904761,NA,-26.32583333333353,-60.42392857142864,-0.01250000000000004,-0.02511904761904759,-0.06136812142857143,-0.1981785416666667,-0.09527913809523812,2,0,2,2,2,2,2,2,2,Gadidae,634,b-d,d_max,0.0023,decrease
127,44,59.233118999999995,Pleuronectidae_Parophrys_vetulus_E00445,Parophrys_vetulus,benthic,marine,vetulus,Parophrys,0.02345,0.0247,0.00285,84.45760000000001,98.6408,88.91025,94.593,0.01585,0.0172,0.01555,0.0177,0.0321750175,0.039939595,0.181418122,0.19775431500000001,0.1783829995,0.203198556,0.00244285714285714,0.02364285714285715,79.43562857142857,0.01542857142857142,0.01549285714285714,0.1778773929285714,0.17700414028571426,0.00699999999999999,-0.01878571428571424,93.39778571428572,65.57578571428625,0.01099999999999994,-0.00353571428571427,0.07285398499999991,-0.03987633178571415,0.12832702428571408,-0.00738095238095237,0.01642857142857139,-88.25309523809524,-81.79904761904803,-0.01166666666666662,NA,-0.0777480904761904,NA,-0.1353115023809522,2,2,2,2,2,1,2,1,2,Pleuronectidae,974,b-p,d_max,0.0035,decrease
127,43,59.233119,Centropomidae_Centropomus_undecimalis_E00194,Centropomus_undecimalis,pelagic,marine,undecimalis,Centropomus,0.0337,0.0369,4e-4,63.52855,79.8975,57.86455,67.0049,0.01825,0.0206,0.0173,0.0194,0.00313638099999999,0.00350211,0.1433467995,0.161727836,0.1361293555,0.152832604,3.1666666666666676e-4,0.03361666666666668,55.34164571428573,0.01609333333333333,0.01568285714285714,0.12328487563571423,0.1266654019142857,NA,NA,-22.263400000000036,-54.44902857142862,-0.0086,0.02252857142857151,NA,0.17779027667857175,-0.0672347305714287,NA,NA,NA,NA,NA,-0.02785714285714293,NA,-0.2193937196428576,NA,0,0,1,1,1,2,0,2,1,Centropomidae,924,b-p,d_max,4e-4,decrease
128,46,29.106174,Carangidae_Alectis_ciliaris_E00469,Alectis_ciliaris,demersal,marine,ciliaris,Alectis,0.04355,0.0458,0.0017,76.5827,89.624,76.10925,86.3325,0.0258,0.0292,0.0271,0.0283,0.015113313,0.039118657,0.2261229885,0.255888773,0.237221361,0.247538183,7.807142857142891e-4,0.04494499999999994,74.3124666666667,0.02732285714285713,0.0275085714285714,0.24096899139999975,0.23922130067142844,-0.0257178571428573,0.2196035714285713,NA,-25.63400000000002,0.11498571428571432,0.11262857142857166,-0.2192271646785728,0.9777035602857168,0.9998470007857132,0.01303571428571441,-0.15732142857142853,NA,NA,-0.08500000000000008,-0.08142857142857166,0.10990753392857253,-0.706304285714288,-0.7387866678571426,2,2,0,1,2,2,2,2,2,Carangidae,1032,d-p,d_max,0.0045,decrease
128,45,29.106173000000002,Carangidae_Trachurus_lathami_E00598,Trachurus_trachurus,pelagic,marine,lathami,Trachurus,0.04335,0.0456,7.5e-4,54.45375,65.0717,51.65465,57.1755,0.0187,0.0205,0.0206,0.0211,0.005066913,0.00645783,0.129951417,0.142370322,0.143314159,0.146443722,7.257142857142853e-4,0.04432476190476191,49.19464285714288,0.01951071428571428,0.01776214285714286,0.12353971407857148,0.13558179414285715,0.00252857142857144,0.00594285714285713,-20.28434285714288,-37.30871428571435,0.01658928571428576,-0.01106785714285727,NA,-0.07467310525000109,0.11709963214285717,-0.00214285714285715,NA,NA,NA,-0.0166071428571429,0.00339285714285724,NA,0.02217661964285794,-0.11673770714285728,2,1,1,1,2,2,0,2,2,Carangidae,1019,d-p,d_max,9e-4,decrease
129,48,31.9,Echeneidae_Remora_osteochir_australis_E00503,Remora_remora,benthic,marine,osteochir,Remora,0.03215,0.0362,0.00165,52.0248,57.6151,53.18815,54.6796,0.0148,0.0152,0.01424999999999999,0.0149,0.0112002945,0.012648291,0.101114507,0.103862122,0.097361183,0.10165309,0.00127857142857142,0.03440714285714286,50.587628571428525,0.01367857142857142,0.0149142857142857,0.1019463096428571,0.0936134509285714,0.01289285714285713,0.01039285714285715,86.29328571428569,177.85442857142837,0.02317857142857145,0.04764285714285717,0.08563596964285705,0.3266019453571426,0.15888747035714287,-0.01107142857142856,NA,-82.61166666666665,-147.83999999999986,-0.01964285714285716,-0.03523809523809526,-0.07305343690476185,-0.24164249642857125,-0.13424284166666667,2,1,2,2,2,2,2,2,2,Echeneidae,1047,b-p,d_max,0.0019,increase
129,47,31.9,Coryphaenidae_Coryphaena_hippurus_E00937,Coryphaena_hippurus,pelagic,marine,hippurus,Coryphaena,0.0287,0.0307,0.002,70.26425,86.9286,66.78975,72.4049,0.0168,0.0286,0.01605,0.0211,0.0242508365,0.028170164,0.2036825345,0.34669715,0.194578264,0.256307667,0.00177142857142857,0.0226142857142857,72.06205714285714,0.01786428571428571,0.02113571428571429,0.25610353542857145,0.21675862285714295,NA,0.15057142857142816,195.3636071428565,NA,-0.02803571428571416,-0.05646428571428542,NA,-0.6846283035714246,-0.3446616699999988,NA,-0.13690476190476158,-210.6951190476185,NA,0.0286904761904761,0.06107142857142835,NA,0.7400257380952351,0.3519812452380943,0,2,2,0,2,2,0,2,2,Coryphaenidae,1046,b-p,d_max,0.0023,increase
135,52,79.926452,Serranidae_Cephalopholis_argus_E00868,Cephalopholis_argus,benthic,marine,argus,Cephalopholis,0.0384,0.041,0.0023,61.34735,78.0723,57.6053,64.0797,0.02105,0.0229,0.0184,0.021,0.015101104,0.018520235,0.13639293800000002,0.148383218,0.1192832915,0.13593028,0.00253571428571428,0.03740714285714286,60.369635714285714,0.01724999999999999,0.01936428571428571,0.1254891541428571,0.11182403750000004,0.0201071428571428,0.06239285714285737,-267.6926071428567,-19.34503571428569,-0.06167857142857127,0.04382142857142856,0.13124323821428546,0.282459709285714,-0.399144305357142,-0.01392857142857139,-0.05297619047619064,193.18202380952349,NA,0.04035714285714274,-0.03916666666666666,-0.09079701785714268,-0.2523695214285713,0.26151752023809466,2,2,2,1,2,2,2,2,2,Serranidae,1189,b-d,d_max,0.0029,decrease
135,51,79.92645399999999,Serranidae_Diplectrum_formosum_E01002,Diplectrum_formosum,demersal,marine,formosum,Diplectrum,0.0395,0.0414,0.00109999999999999,64.63785,81.5709,60.102450000000005,68.6061,0.01979999999999999,0.021,0.01995,0.0223,0.005286494,0.008010707,0.098132013,0.103946503,0.0990065745,0.110456622,0.00102428571428571,0.04040476190476191,53.12057904761907,0.01883809523809524,0.01798071428571428,0.08910968595714283,0.09344561882857144,0.01350714285714288,0.00914285714285712,-28.63945714285719,-63.38602857142861,-0.00785714285714286,0.04242499999999988,0.07008552746428591,0.20947683292857144,-0.03889742114285724,-0.01107142857142859,NA,NA,NA,NA,-0.03982142857142852,-0.05725877321428589,-0.1966773892857144,NA,2,1,1,1,1,2,2,2,1,Serranidae,1170,b-d,d_max,0.0016,decrease
140,57,2.281334,Pholidae_Pholis_crassispina_G01437,Apodichthys_flavidus,benthic,marine,crassispina,Pholis,0.01435,0.0153,0.00105,91.48065,97.7826,65.4859,71.6535,0.0083,0.009,0.0097,0.0103,0.0197141615,0.023076818,0.16043782499999998,0.175116979,0.1878312485,0.200044361,0.0010125,0.01304821428571428,88.56763333333332,0.00842857142857142,0.00741488095238095,0.14334804282738095,0.1630344809880952,NA,0.00951785714285715,41.72376190476186,-15.262666666666629,0.01371428571428574,0.00411309523809524,NA,0.0857229297023814,0.2684151234523812,NA,-0.01208333333333334,-43.82071428571425,NA,-0.01500000000000003,-0.0068452380952381,NA,-0.13818454464285754,-0.29320374166666696,0,2,2,1,2,2,0,2,2,Pholidae,1248,b-d,d_max,0.0012,increase
140,56,2.281334,Pholidae_Pholis_ornata_N01732,Pholis_laeta,demersal,marine,ornata,Pholis,0.0163,0.0172,0.001,90.15305,98.4982,54.26075,60.6636,0.00854999999999999,0.009,0.0098,0.0105,0.017860255,0.028261639,0.153006642,0.161778302,0.1755745765,0.187457823,6.982142857142844e-4,0.01547738095238094,90.45096249999996,0.00915833333333333,0.00773869047619047,0.13886982247619042,0.16889990562499996,0.00891071428571428,0.01338095238095245,NA,NA,0.01033333333333337,0.0077797619047619,0.1603024533333333,0.1407640515476199,NA,-0.00839285714285714,-0.01357142857142863,NA,NA,-0.01000000000000003,-0.00875,-0.15056359523809523,-0.1568634488095245,NA,2,2,0,0,2,2,2,2,0,Pholidae,1247,b-d,d_max,0.0016,increase
146,62,80.46514900000001,Ogcocephalidae_Halieutichthys_aculeatus_E01122,Halieutichthys_aculeatus,benthic,marine,aculeatus,Halieutichthys,0.0487,0.0705,3e-4,49.043099999999995,73.8169,52.366,83.0822,0.02055,0.0214,0.01975,0.0242,0.00037782100000000003,9.98e-4,0.0249493035,0.026039131,0.024006798,0.029477448,3.666666666666667e-4,0.03791047619047622,60.17216857142856,0.01749333333333334,0.01967857142857142,0.02392685789285714,0.02128340872380953,NA,-0.08248571428571434,81.0405142857143,61.19345714285715,-0.0136,0.02746428571428542,NA,0.03416018339285696,-0.01656623628571429,NA,NA,NA,NA,NA,-0.02464285714285695,NA,-0.03052556964285703,NA,0,1,1,1,1,2,0,2,1,Ogcocephalidae,1376,b-d,d_max,8e-4,increase
146,63,80.46514799999999,Monacanthidae_Stephanolepis_hispidus_E00646,Stephanolepis_hispidus,demersal,marine,hispidus,Stephanolepis,0.0552,0.0567,0.0029,72.9726,86.2852,64.8267,67.713,0.0293,0.0331,0.0323,0.0339,0.009799386,0.021205191,0.100362379,0.11338963,0.110680355,0.116286585,0.00464285714285712,0.05483,63.50447,0.02905428571428569,0.02683,0.09205998869999998,0.0995920526285714,0.14570000000000097,0.01989999999999999,220.61820000000313,-70.09650000000002,0.13160000000000127,-0.01949999999999999,0.4969139810000036,-0.06628099099999991,0.4526497460000029,-0.09928571428571498,NA,-194.1414285714307,NA,-0.11142857142857232,NA,-0.3384688785714311,NA,-0.3831020428571449,2,1,2,1,2,1,2,1,2,Monacanthidae,1429,b-d,d_max,0.0062,increase
148,66,92.200002,Sciaenidae_Pareques_acuminatus_E01050,Equetus_lanceolatus,demersal,marine,acuminatus,Pareques,0.0412,0.0415,7e-4,42.1031,65.004,40.239,42.7697,0.0149,0.0156,0.0136,0.0148,0.004568004,0.013239243,0.1002989315,0.105231294,0.0914124035,0.099874061,6.571428571428571e-4,0.04229285714285713,37.442600000000056,0.01360714285714286,0.01481428571428571,0.09989878314285716,0.0917062365,NA,0.1343214285714287,-415.40374999999955,-457.71078571428455,-0.0518214285714285,NA,NA,NA,-0.3525919310714271,NA,-0.089404761904762,314.22535714285686,319.5428571428563,0.0434523809523809,NA,NA,NA,0.29547825119047516,0,2,2,2,2,0,0,0,2,Sciaenidae,1536,d-p,d_max,0.002,decrease
148,65,92.2,Chaetodontidae_Hemitaurichthys_polylepis_E00240,Hemitaurichthys_polylepis,pelagic,marine,polylepis,Hemitaurichthys,0.0412,0.042,5e-4,73.53585000000001,75.8472,70.52019999999999,72.0396,0.02365,0.0247,0.0242,0.0249,0.004201753,0.006225759,0.192580828,0.201223625,0.197199348,0.203186564,6.714285714285715e-4,0.04087142857142857,74.44125714285713,0.02362142857142856,0.02412857142857142,0.19663774792857147,0.1925601944285714,0.001,0.1001428571428572,NA,NA,0.06024999999999999,0.04835714285714282,0.00773225107142856,0.3916328153571425,0.4880454114285704,NA,-0.07738095238095243,NA,NA,-0.04773809523809523,-0.03499999999999997,NA,-0.28281048690476157,-0.38675812380952296,1,2,0,0,2,2,1,2,2,Chaetodontidae,1514,d-p,d_max,8e-4,decrease
149,68,76.385134,Acanthuridae_Ctenochaetus_strigosus_E00050,Ctenochaetus_strigosus,demersal,marine,strigosus,Ctenochaetus,0.0431,0.0468,0.00219999999999999,59.407799999999995,75.2856,60.9401,63.0501,0.02105,0.0231,0.02235,0.0232,0.01258034649999999,0.019489268,0.121688823,0.133555296,0.129361902,0.13446861,0.00198642857142857,0.04581714285714285,55.23794000000005,0.02268952380952381,0.02205809523809523,0.12742058073333334,0.13141732668571432,-0.02956071428571425,0.06897142857142859,NA,-239.1564714285715,0.00848571428571429,0.00794285714285712,-0.1702657702142856,0.04506410599999986,0.04959556457142847,0.02232142857142855,-0.03714285714285718,NA,164.9964285714287,NA,NA,0.12832839642857138,NA,NA,2,2,0,2,1,1,2,1,1,Acanthuridae,1603,d-p,d_max,0.0034,decrease
149,67,76.38513299999998,Lutjanidae_Aphareus_furca_E00563,Aphareus_furca,pelagic,marine,furca,Aphareus,0.03959999999999999,0.042,7.999999999999999e-4,67.59275,77.8479,63.28665,71.6108,0.0217,0.0227,0.022,0.0223,0.00397817999999999,0.00652477,0.10868348,0.113736792,0.1102361305,0.111771933,9.78095238095238e-4,0.03748333333333334,65.42432000000002,0.02166666666666667,0.02178333333333334,0.10915040233333335,0.10854125083333337,7.428571428571428e-4,NA,-222.57819999999975,-134.3334857142861,NA,NA,0.00418145257142856,NA,NA,NA,NA,170.33142857142852,88.22571428571459,NA,NA,NA,NA,NA,1,0,2,2,0,0,1,0,0,Lutjanidae,1577,d-p,d_max,0.0013,decrease
150,70,96.300001,Ammodytidae_Ammodytes_dubius_N02375,Ammodytes_personatus,benthic,marine,dubius,Ammodytes,0.0159,0.0168,0.0023,67.78435,75.1987,64.75215,68.91,0.0084,0.0092,0.00879999999999999,0.0096,0.0382658625,0.072181605,0.1416123915,0.15592577,0.1480174735,0.162727828,0.00265714285714285,0.01571428571428571,60.03528571428571,0.00907142857142857,0.00762142857142856,0.12825062121428568,0.1474774529285714,NA,-0.01164285714285705,NA,-41.16357142857144,NA,0.00317857142857144,NA,0.04447406178571508,-0.02722409464285705,NA,0.00833333333333326,NA,NA,NA,-0.00583333333333334,NA,-0.09196441547619108,NA,0,2,0,1,0,2,0,2,1,Ammodytidae,1696,b-d,d_max,0.0043,decrease
150,69,96.299999,Labridae_Labroides_dimidiatus_E00848,Labroides_dimidiatus,demersal,marine,dimidiatus,Labroides,0.0355,0.037,0.0012,51.58875,54.6429,52.0855,58.6546,0.01525,0.0168,0.01555,0.0172,0.0113650825,0.021207942,0.142362987,0.157184334,0.144900938,0.160487514,0.00128571428571428,0.03615714285714286,47.385871428571434,0.01487142857142857,0.01548571428571428,0.14447708285714286,0.1386640875714285,-0.02221428571428565,0.04342857142857135,-14.507428571428566,-22.81314285714281,0.01442857142857148,NA,-0.20770277178571375,NA,0.13520075785714283,0.0171428571428571,-0.03119047619047613,NA,NA,-0.01452380952380956,NA,0.16010006071428531,NA,-0.13602146904761905,2,2,1,1,2,0,2,0,2,Labridae,1657,b-d,d_max,0.0023,decrease
151,72,102.3,Gobiidae_Risor_ruber_E00107,Risor_ruber,benthic,marine,ruber,Risor,0.0361,0.0405,0.00275,65.10425000000001,72.3713,53.79695,71.1907,0.01685,0.021,0.0168,0.0207,0.0185453435,0.038384325,0.114181297,0.141982765,0.1136585105,0.14056821,0.0029,0.03313571428571429,59.63110714285716,0.01455714285714286,0.01627857142857143,0.11029612157142853,0.09852408864285717,NA,0.0830357142857142,-420.379392857142,-259.3407499999994,-0.06949999999999971,-0.00782142857142857,NA,-0.05243234785714279,-0.4710752432142839,NA,-0.07797619047619042,335.5470238095232,192.35630952380913,0.04619047619047597,NA,NA,NA,0.31283236309523677,0,2,2,2,2,1,0,1,2,Gobiidae,1747,b-d,d_max,0.0057,increase
151,71,102.3,Apogonidae_Nectamia_fusca_E00732,Nectamia_fusca,demersal,marine,fusca,Nectamia,0.0351,0.0369,4.5e-4,65.439,78.0513,64.78045,77.6795,0.01925,0.0208,0.01805,0.0215,0.0023016135,0.044516895,0.0953924655,0.103258252,0.0895170575,0.106633129,-3.74285714285695e-4,0.03652142857142856,62.70988333333333,0.01903714285714285,0.01980571428571429,0.09836780937142858,0.09446596493333334,-0.11818571428571426,0.07796428571428585,NA,NA,0.01191428571428569,0.01537142857142856,-0.5832094228928566,0.07680066914285716,0.05912454399999988,0.08214285714285716,-0.04392857142857157,NA,NA,NA,NA,0.4051826160714283,NA,NA,2,2,0,0,1,1,2,1,1,Apogonidae,1720,b-d,d_max,0.009,increase
90,11,47.515722724999996,Cyprinidae_Discherodontus_ashmeadi_I2636-31,Discherodontus_ashmeadi,benthic,freshwater,ashmeadi,Discherodontus,0.02805,0.0297,0.0011,73.0206,80.5384,66.5378,75.5482,0.01639999999999999,0.0174,0.01625,0.0173,0.0062516325,0.010475918,0.0949823625,0.100794654,0.0939232275,0.09990842,0.00116666666666666,0.02885071428571429,70.56900500000003,0.01669809523809523,0.01682190476190476,0.09735977493333334,0.09656230145714288,NA,0.03818928571428576,-52.99136785714256,-164.52492500000088,0.00354285714285714,0.00425714285714283,NA,0.02440316399999993,0.0211780297142857,NA,-0.02660714285714292,61.64410714285693,116.67625000000068,NA,NA,NA,NA,NA,0,2,2,2,1,1,0,1,1,Cyprinidae,150,b-d,dBW_mid,0.00674464366666666,increase
90,10,47.51572272,Cyprinidae_Cyprinus_carpio_I2598-58,Cyprinus_carpio,demersal,freshwater,carpio,Cyprinus,0.0359,0.0385,0.00124999999999999,55.77055,60.6545,53.1185,63.0857,0.01595,0.0169,0.01625,0.0166,0.00813157,0.009552644,0.1061898675,0.112300035,0.107886869,0.110642931,0.0012,0.03502999999999999,53.237622857142895,0.01613333333333333,0.01541666666666667,0.10269349433333338,0.10736199216666673,NA,0.07994999999999992,-212.23451428571457,-199.57144285714296,NA,NA,NA,NA,NA,NA,-0.06749999999999999,184.5057142857146,156.27357142857156,NA,NA,NA,NA,NA,0,2,2,2,0,0,0,0,0,Cyprinidae,127,b-d,dBW_mid,0.00799249866666666,increase
101,23,129.39999899999998,Osmeridae_Hypomesus_pretiosus_G01333,Hypomesus_pretiosus,demersal,marine,pretiosus,Hypomesus,0.018,0.0191,0.00505,91.30665,107.3322,86.2671,91.1346,0.013,0.0136,0.0123,0.013,0.050288094,0.056059113,0.1302504385,0.136165176,0.1233645655,0.130012727,0.00495357142857142,0.01832380952380952,89.48720238095238,0.01220535714285714,0.01299285714285714,0.1304992119702381,0.1223923334523809,0.00271428571428571,0.02345238095238096,NA,-28.03419047619051,0.01287500000000003,0.01460714285714289,0.0275386730952381,0.14376310791666694,0.12970923452380964,NA,-0.0161904761904762,NA,NA,-0.01017857142857145,-0.01011904761904765,NA,-0.09847331011904786,-0.10203731904761916,1,2,0,1,2,2,1,2,2,Osmeridae,475,d-p,dBW_mid,0.04959530502380951,decrease
101,24,129.399999,Stomiidae_Malacosteus_niger_E00783,Malacosteus_niger,pelagic,marine,niger,Malacosteus,0.0271,0.0278,0.0029,82.09145,89.6855,79.7671,87.1677,0.01785,0.0192,0.01725,0.0192,0.027980256,0.037652559,0.17116765150000002,0.184340253,0.1659010215,0.184010343,0.00252559523809523,0.02416488095238094,66.66553392857138,0.0127315476190476,0.01370238095238094,0.13130148994642848,0.12244642110119046,0.0036845238095238,0.03279166666666661,164.5158511904761,228.69673214285703,0.04602976190476185,0.05952380952380948,0.0381846242261905,0.5738664766071423,0.44135562529761857,-0.00494047619047618,-0.03577380952380948,-180.25446428571425,-233.3123214285714,-0.05267857142857139,-0.0607142857142857,-0.04898509226190479,-0.5853002660714283,-0.5050302696428568,2,2,2,2,2,2,2,2,2,Stomiidae,507,d-p,dBW_mid,0.02446738863690475,decrease
105,27,41.500001000000005,Macrouridae_Coryphaenoides_armatus_M20312,Coryphaenoides_filifer,benthic,marine,armatus,Coryphaenoides,0.0306,0.0332,0.00185,69.98365000000001,84.9295,66.461,72.5872,0.01685,0.0186,0.01625,0.0183,0.014444096,0.017832215,0.130531638,0.144179005,0.1260001525,0.141996085,0.00187142857142857,0.03198571428571428,49.83740714285711,0.01624285714285714,0.01415714285714285,0.1095807733571428,0.12605872728571427,NA,0.04864285714285713,-46.105428571428526,143.20210714285713,NA,0.07585714285714276,NA,0.5862402974999987,NA,NA,-0.0307142857142857,NA,-183.0803571428571,NA,-0.06904761904761897,NA,-0.5343050511904752,NA,0,2,1,2,0,2,0,2,0,Macrouridae,611,b-d,dBW_mid,0.01454083171428571,decrease
105,28,41.500001,Gadidae_Microgadus_proximus_E00333,Microgadus_proximus,demersal,marine,proximus,Microgadus,0.02215,0.0231,0.00185,79.80015,88.1967,80.80879999999999,94.3238,0.0149,0.0164,0.0147,0.0164,0.0146121715,0.018800033,0.119902659,0.131276067,0.117935926,0.132003112,0.00165714285714285,0.02132857142857142,79.05792142857143,0.0130642857142857,0.01436428571428571,0.1153646742142857,0.104926944,0.0087142857142857,NA,-15.698321428571148,60.8599642857144,0.00796428571428577,0.02803571428571425,0.06975549285714286,0.22080706892857152,0.0576524942857143,-0.00761904761904761,NA,-26.32583333333353,-60.42392857142864,-0.01250000000000004,-0.02511904761904759,-0.06136812142857143,-0.1981785416666667,-0.09527913809523812,2,0,2,2,2,2,2,2,2,Gadidae,634,b-d,dBW_mid,0.01319349599999999,decrease
127,44,59.233118999999995,Pleuronectidae_Parophrys_vetulus_E00445,Parophrys_vetulus,benthic,marine,vetulus,Parophrys,0.02345,0.0247,0.00285,84.45760000000001,98.6408,88.91025,94.593,0.01585,0.0172,0.01555,0.0177,0.0321750175,0.039939595,0.181418122,0.19775431500000001,0.1783829995,0.203198556,0.00244285714285714,0.02364285714285715,79.43562857142857,0.01542857142857142,0.01549285714285714,0.1778773929285714,0.17700414028571426,0.00699999999999999,-0.01878571428571424,93.39778571428572,65.57578571428625,0.01099999999999994,-0.00353571428571427,0.07285398499999991,-0.03987633178571415,0.12832702428571408,-0.00738095238095237,0.01642857142857139,-88.25309523809524,-81.79904761904803,-0.01166666666666662,NA,-0.0777480904761904,NA,-0.1353115023809522,2,2,2,2,2,1,2,1,2,Pleuronectidae,974,b-p,dBW_mid,0.02800423499999997,decrease
127,43,59.233119,Centropomidae_Centropomus_undecimalis_E00194,Centropomus_undecimalis,pelagic,marine,undecimalis,Centropomus,0.0337,0.0369,4e-4,63.52855,79.8975,57.86455,67.0049,0.01825,0.0206,0.0173,0.0194,0.00313638099999999,0.00350211,0.1433467995,0.161727836,0.1361293555,0.152832604,3.1666666666666676e-4,0.03361666666666668,55.34164571428573,0.01609333333333333,0.01568285714285714,0.12328487563571423,0.1266654019142857,NA,NA,-22.263400000000036,-54.44902857142862,-0.0086,0.02252857142857151,NA,0.17779027667857175,-0.0672347305714287,NA,NA,NA,NA,NA,-0.02785714285714293,NA,-0.2193937196428576,NA,0,0,1,1,1,2,0,2,1,Centropomidae,924,b-p,dBW_mid,0.00262353516666666,decrease
128,46,29.106174,Carangidae_Alectis_ciliaris_E00469,Alectis_ciliaris,demersal,marine,ciliaris,Alectis,0.04355,0.0458,0.0017,76.5827,89.624,76.10925,86.3325,0.0258,0.0292,0.0271,0.0283,0.015113313,0.039118657,0.2261229885,0.255888773,0.237221361,0.247538183,7.807142857142891e-4,0.04494499999999994,74.3124666666667,0.02732285714285713,0.0275085714285714,0.24096899139999975,0.23922130067142844,-0.0257178571428573,0.2196035714285713,NA,-25.63400000000002,0.11498571428571432,0.11262857142857166,-0.2192271646785728,0.9777035602857168,0.9998470007857132,0.01303571428571441,-0.15732142857142853,NA,NA,-0.08500000000000008,-0.08142857142857166,0.10990753392857253,-0.706304285714288,-0.7387866678571426,2,2,0,1,2,2,2,2,2,Carangidae,1032,d-p,dBW_mid,0.00696836502142862,decrease
128,45,29.106173000000002,Carangidae_Trachurus_lathami_E00598,Trachurus_trachurus,pelagic,marine,lathami,Trachurus,0.04335,0.0456,7.5e-4,54.45375,65.0717,51.65465,57.1755,0.0187,0.0205,0.0206,0.0211,0.005066913,0.00645783,0.129951417,0.142370322,0.143314159,0.146443722,7.257142857142853e-4,0.04432476190476191,49.19464285714288,0.01951071428571428,0.01776214285714286,0.12353971407857148,0.13558179414285715,0.00252857142857144,0.00594285714285713,-20.28434285714288,-37.30871428571435,0.01658928571428576,-0.01106785714285727,NA,-0.07467310525000109,0.11709963214285717,-0.00214285714285715,NA,NA,NA,-0.0166071428571429,0.00339285714285724,NA,0.02217661964285794,-0.11673770714285728,2,1,1,1,2,2,0,2,2,Carangidae,1019,d-p,dBW_mid,0.00519938133333333,decrease
129,48,31.9,Echeneidae_Remora_osteochir_australis_E00503,Remora_remora,benthic,marine,osteochir,Remora,0.03215,0.0362,0.00165,52.0248,57.6151,53.18815,54.6796,0.0148,0.0152,0.01424999999999999,0.0149,0.0112002945,0.012648291,0.101114507,0.103862122,0.097361183,0.10165309,0.00127857142857142,0.03440714285714286,50.587628571428525,0.01367857142857142,0.0149142857142857,0.1019463096428571,0.0936134509285714,0.01289285714285713,0.01039285714285715,86.29328571428569,177.85442857142837,0.02317857142857145,0.04764285714285717,0.08563596964285705,0.3266019453571426,0.15888747035714287,-0.01107142857142856,NA,-82.61166666666665,-147.83999999999986,-0.01964285714285716,-0.03523809523809526,-0.07305343690476185,-0.24164249642857125,-0.13424284166666667,2,1,2,2,2,2,2,2,2,Echeneidae,1047,b-p,dBW_mid,0.00889381764285713,increase
129,47,31.9,Coryphaenidae_Coryphaena_hippurus_E00937,Coryphaena_hippurus,pelagic,marine,hippurus,Coryphaena,0.0287,0.0307,0.002,70.26425,86.9286,66.78975,72.4049,0.0168,0.0286,0.01605,0.0211,0.0242508365,0.028170164,0.2036825345,0.34669715,0.194578264,0.256307667,0.00177142857142857,0.0226142857142857,72.06205714285714,0.01786428571428571,0.02113571428571429,0.25610353542857145,0.21675862285714295,NA,0.15057142857142816,195.3636071428565,NA,-0.02803571428571416,-0.05646428571428542,NA,-0.6846283035714246,-0.3446616699999988,NA,-0.13690476190476158,-210.6951190476185,NA,0.0286904761904761,0.06107142857142835,NA,0.7400257380952351,0.3519812452380943,0,2,2,0,2,2,0,2,2,Coryphaenidae,1046,b-p,dBW_mid,0.02166128128571429,increase
