Species,MatchGenus,MatchSpecies,Family,Indiv,Pos,SL,CBL_old_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL_old,alphaPos,d,DPos,alphaAnt,DAnt,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,BodyShape,Habitat_Initial,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,dBW,DPosBW,DAntBW,fineness,d_normCBL,Scan Media Number,DOI,ARK,URL,Website,Scan Source,Match species reference,CBL_raw,CBL,d_normD,Iratio,d_ctr,CBL_ctr,alphaAnt_ctr,alphaPos_ctr,DAnt_ctr,DPos_ctr,dBW_ctr,DAntBW_ctr,DPosBW_ctr,d_normD_ctr,d_normCBL_ctr,Iratio_ctr
Percopsis_omiscomaycus,Percopsis,omiscomaycus,NA,1,0.6,1071,29.49,1.15,0.85,16.04,1.25,17.26,0.0275,65.771,8e-4,0.015,71.6399,0.0161,740.265,-179.017,741.043,-195.039,763.852,-176.347,765.966,-193.481,752.983,-185.735,752.983,-186.12,752.983,-185.274,Fusiform,Benthic,demersal,demersal,demersal,freshwater,177.276,848,270.766,958,0.00477222,0.090485334,0.09738442,6.041426928,0.03532467532467533,M17134-31911,NA,ark:/87602/m4/M31911,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17134,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,24.254999999999995,0.02264705882352941,0.051446945337620585,0.999992994512306,-0.001,7.090743274053742e-4,-0.7939000000000078,-1.031800000000004,0,-9.000000000000015e-4,-0.0075525440000000004,-0.015053435000000004,-0.027817869999999995,-0.06880621921934144,-0.03663234387739413,2.0210993109037734e-4
Percopsis_omiscomaycus,Percopsis,omiscomaycus,NA,1,0.7,1071,27.79,1.23,0.73,15.53,1.27,17.12,0.0259,70.5142,7e-4,0.0145,72.9357,0.016,639.761,-192.569,642.645,-207.826,662.181,-187.917,664.693,-204.849,652.041,-198.43,652.122,-198.762,651.963,-198.045,Fusiform,Benthic,demersal,demersal,demersal,freshwater,177.276,848,270.766,958,0.004142795,0.087587637,0.096557479,6.041426928,0.033718629126562864,M17134-31911,NA,ark:/87602/m4/M31911,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17134,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,22.234000000000037,0.020760037348272677,0.04590163934426229,0.9999955607174746,-0.001,-9.125227648814835e-4,0.6302999999999912,5.469999999999999,-2.999999999999982e-4,-0.0014000000000000002,-0.008393319,-0.0168948,-0.028095430000000005,-0.07203447859185563,-0.0436452677215747,1.890189931871289e-4
Percopsis_omiscomaycus,Percopsis,omiscomaycus,NA,1,0.8,1071,29.21,1.25,0.7,15.91,1.15,17.06,0.0273,71.3578,7e-4,0.0149,65.6265,0.0159,537.569,-211.307,540.724,-226.9,561.364,-205.809,564.518,-222.574,550.047,-217.13,550.104,-217.417,550.039,-216.723,Fusiform,Benthic,demersal,demersal,demersal,freshwater,177.276,848,270.766,958,0.003931933,0.089741313,0.096229052,6.041426928,0.031507281094370516,M17134-31911,NA,ark:/87602/m4/M31911,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17134,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,23.794500000000028,0.022217086834733918,0.045454545454545456,0.999995731165904,-7e-4,0.0010220231404663715,-5.398200000000003,3.5999999999999943,9.99999999999994e-5,-9.99999999999994e-5,-0.00793369,-0.014935325,-0.020744053,-0.06648575305291723,-0.04014595263867448,1.5274786487573522e-4
Percopsis_omiscomaycus,Percopsis,omiscomaycus,NA,1,0.9,1071,27.59,1.31,0.59,16.11,1.22,16.45,0.0258,75.0726,5e-4,0.015,70.0002,0.0154,416.695,-242.822,420.58,-258.455,438.107,-237.232,442.276,-253.149,428.808,-248.099,428.868,-248.401,428.747,-247.828,Fusiform,Benthic,demersal,demersal,demersal,freshwater,177.276,848,270.766,958,0.003303529,0.090866809,0.092815265,6.041426928,0.02484457641273078,M17134-31911,NA,ark:/87602/m4/M31911,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17134,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,21.55400000000003,0.020125116713352036,0.03289473684210526,0.9999988291381233,-6.999999999999999e-4,0,1.8316000000000088,5.325499999999991,4.0000000000000105e-4,9.99999999999994e-5,-0.004931771,-0.010262033000000004,-0.01605159399999999,-0.06387945670628184,-0.04124529734024896,8.653694336002715e-5
Microgadus_proximus,Microgadus,proximus,NA,1,0.3,1398,29.17,1.65,1.83,22.02,1.49,20.57,0.0209,94.5905,0.0013,0.0157,85.5411,0.0147,1113.21,75.696,1116.25,53.89,1091.55,72.5217,1095.69,52.3719,1104.71,63.1103,1104.8,62.3514,1104.37,64.1347,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.010530662,0.126390726,0.118088763,8.025396534,0.08609189957366171,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,21.110000000000014,0.015100143061516462,0.08552631578947369,0.9999464944223063,-2.000000000000001e-4,-0.0036513844333917987,3.1269000000000062,21.429900000000004,0,1.999999999999988e-4,-0.0018905080000000008,-0.008411577999999989,-0.00287338199999998,-0.0023857721226142187,0.0061334046798822844,6.22467866040477e-6
Microgadus_proximus,Microgadus,proximus,NA,1,0.4,1398,31.39,1.65,2.79,22.99,1.34,20.19,0.0225,94.3238,0.002,0.0164,76.7003,0.0144,973.43,72.168,975.226,49.2437,950.848,70.3717,951.019,50.1846,963.667,61.0116,963.703,59.562,963.703,62.3526,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.016019794,0.132003112,0.115890769,8.025396534,0.11951527068328029,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,23.394499999999994,0.01673426323319027,0.12987012987012986,0.9997155295896022,5e-4,-0.004426571221722263,-1.350999999999999,25.94380000000001,-0.0011999999999999997,7.000000000000027e-4,0.005097298,-0.0037162369999999972,0.007579366000000004,0.029870129870129852,0.04481904170382925,-1.8447041039781897e-4
Microgadus_proximus,Microgadus,proximus,NA,1,0.5,1398,22.77,1.54,3.27,21.21,1.48,21.59,0.0163,88.4702,0.0023,0.0152,84.6015,0.0154,811.724,60.5329,813.336,39.3802,835.912,41.0876,834.394,62.6197,823.296,51.6165,823.675,50.0039,823.106,53.229,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.018800033,0.121781859,0.123914549,8.025396534,0.14212969102241088,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,22.62299999999999,0.016182403433476388,0.1503267973856209,0.9994893237968105,6.999999999999999e-4,-0.005515772162221214,9.624949999999998,23.520350000000008,-2.500000000000002e-4,-5.500000000000001e-4,0.007067466500000001,0.006851849499999993,0.004016892000000008,0.04237616440717923,0.06746767513393354,-3.7486333436875796e-4
Microgadus_proximus,Microgadus,proximus,NA,1,0.6,1398,32.18,1.47,2.63,21.21,1.54,22.87,0.023,84.3583,0.0019,0.0152,88.1967,0.0164,692.623,52.4951,693.811,31.3177,715.532,55.1654,717.759,32.4062,704.888,42.7902,704.94,41.502,704.785,44.1298,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.015111439,0.121762693,0.131276067,8.025396534,0.11337473589858511,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,23.428499999999985,0.016758583690987115,0.12025316455696201,0.9997908845812157,1.0000000000000005e-4,-0.00517940080513692,15.762900000000002,17.555499999999995,3.0000000000000165e-4,-7.00000000000001e-4,0.0027866750000000006,0.018838211999999993,0.00345948900000001,0,0.04141771669651566,0
Microgadus_proximus,Microgadus,proximus,NA,1,0.7,1398,32.33,1.35,2.46,19.88,1.44,21.79,0.0231,77.2593,0.0018,0.0142,82.4131,0.0156,543.017,37.3642,544.023,17.5122,566.803,40.7491,569.73,19.159,555.898,28.6183,555.903,27.5109,555.832,29.9683,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.014112904,0.114109159,0.125074515,8.025396534,0.10168710726769455,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,24.74649999999997,0.017701359084406273,0.12080536912751677,0.9997870169967096,1.0000000000000005e-4,-0.003971201028747887,10.107699999999994,12.215099999999993,-6.999999999999992e-4,-0.0017000000000000001,0.0015767900000000015,0.011622235999999994,-0.0015739079999999989,0.0028692511913988444,0.024323210419556984,-1.952472757793533e-5
Microgadus_proximus,Microgadus,proximus,NA,1,0.8,1398,30.45,1.29,2.13,17.64,1.35,19.87,0.0218,73.7433,0.0015,0.0126,77.1872,0.0142,414.252,19.7084,416.214,2.18053,438.108,23.8214,440.386,4.07885,426.866,12.6383,427.05,11.6865,426.835,13.805,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.012223987,0.101249375,0.114086576,8.025396534,0.08732406096443739,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,24.01400000000001,0.01717739628040058,0.11194029850746269,0.9998429833010283,1.0000000000000005e-4,-0.0040176674138669675,6.1625000000000085,5.985500000000002,-0.0016000000000000007,-0.0023999999999999994,3.583639999999999e-4,0.0029221990000000003,-0.009235990999999999,0,0.01567082723139239,0
Microgadus_proximus,Microgadus,proximus,NA,1,0.9,1398,30.33,1.19,1.92,16.82,1.31,17.95,0.0217,67.9111,0.0014,0.012,75.0738,0.0128,260.498,-5.44727,264.381,-21.8111,284.221,-0.413733,288.141,-17.9282,274.666,-11.097,274.801,-11.9984,274.508,-10.1054,Fusiform,Benthic,demersal,demersal,demersal,marine,174.197,1012,345.93,1042,0.010996407,0.096547144,0.103031534,8.025396534,0.0824379251521596,M37621-68886,NA,ark:/87602/m4/M68886,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/37621,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,23.74150000000003,0.016982474964234644,0.1129032258064516,0.9998375104626749,2.000000000000001e-4,-0.0031426417491173912,6.905200000000008,-1.8359999999999985,-0.002199999999999999,-0.0029,0.0027611070000000005,-4.576400000000369e-5,-0.010371258999999994,0.016129032258064502,0.016348051399179858,-7.478173208841365e-5
Polymixia_lowei,Polymixia,lowei,NA,1,0.3,1401,47.47,1.14,1.1,26.2,1.18,25.48,0.0339,65.0318,8e-4,0.0187,67.8868,0.0182,1378.94,-104.39,1374.95,-130.28,1417.53,-110.681,1414.39,-135.966,1397.24,-120.542,1397.35,-121.145,1397.24,-120.049,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.006064561,0.144225361,0.140280919,7.713483455,0.02872741253364092,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,39.014999999999986,0.02784796573875802,0.04336043360433604,0.9999964651217029,-7e-4,0.009096438243849758,-14.5274,-8.128799999999998,0.0035000000000000014,0.0032000000000000015,-0.006356609,0.013780578000000016,0.014961253000000008,-0.04455165430775186,-0.051231082360138513,5.619537805701125e-5
Polymixia_lowei,Polymixia,lowei,NA,1,0.4,1401,42.82,1.1,2.75,23.22,1.15,21.72,0.0306,63.1297,0.002,0.0166,65.6239,0.0155,1231.86,-79.6053,1228.94,-102.646,1266.86,-85.8758,1264.38,-107.458,1249.2,-93.062,1249.12,-94.3725,1249.32,-91.6325,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.015125748,0.127869802,0.119607006,7.713483455,0.07955706984667797,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,35.22000000000003,0.02513918629550323,0.12461059190031151,0.9997588874391553,5e-4,0.003978351840590699,-12.427399999999992,-5.250299999999996,-9.99999999999994e-5,9.000000000000015e-4,0.004203251999999999,0,0.003446056000000003,0.024610591900311507,0.004860840867226934,-1.411125608447028e-4
Polymixia_lowei,Polymixia,lowei,NA,1,0.5,1401,43.71,0.93,3.08,21.43,1.17,21.15,0.0312,53.1637,0.0022,0.0153,66.9415,0.0151,1120.23,-68.2302,1118.15,-89.5563,1156.98,-72.7142,1155.67,-93.8215,1140.46,-81.3354,1140.7,-82.7642,1140.22,-79.7241,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.01694522,0.11797222,0.116434029,7.713483455,0.08299986535613306,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,37.13499999999999,0.026506067094932185,0.14473684210526316,0.9995611497283631,6.000000000000001e-4,0.004807891499234582,-8.035049999999998,-11.78615,-5.500000000000001e-4,-4.5000000000000075e-4,0.005212653500000001,-6.286705000000115e-4,2.0725300000000446e-4,0.036786209126821484,0.008337849467655714,-3.030374028162308e-4
Polymixia_lowei,Polymixia,lowei,NA,1,0.6,1401,44.22,1.1,4.43,24.06,1.13,22.59,0.0316,62.9226,0.0032,0.0172,64.8111,0.0161,967.447,-70.1319,970.354,-94.0164,1004.47,-66.2143,1007.63,-88.5824,988.359,-79.2707,988.651,-81.4656,988.066,-77.0758,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.02438258,0.132471267,0.124374872,7.713483455,0.12067995531568396,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,37.14949999999999,0.02651641684511063,0.19219219219219222,0.9986355960692443,0.0014000000000000002,0.004578432348986593,-7.622700000000009,-3.880200000000002,0,0.001299999999999999,0.012057816,0.011937016999999994,0.014168063000000009,0.0719390276352302,0.0487229361136145,-0.0011552885119713308
Polymixia_lowei,Polymixia,lowei,NA,1,0.7,1401,43.99,1.1,4.08,24.34,1.17,23,0.0314,62.9563,0.0029,0.0174,67.0686,0.0164,816.62,-104.28,821.658,-128.097,852.192,-96.1887,858.296,-118.36,838.297,-110.939,838.839,-112.78,837.647,-108.881,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.022447499,0.134030789,0.126610159,7.713483455,0.11253012048192765,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,36.10500000000002,0.025770877944325494,0.1715976331360947,0.9991329479425111,0.0012,0.004098317831171334,-5.236800000000002,-2.0879000000000048,1.0000000000000286e-4,0.0014999999999999979,0.009911385,0.013157879999999997,0.01834772200000001,0.053661515199976764,0.035166223633790086,-6.735937817764492e-4
Polymixia_lowei,Polymixia,lowei,NA,1,0.8,1401,44.87,1.12,2.77,24.44,1.14,23.67,0.032,64.2433,0.002,0.0174,65.181,0.0169,662.087,-138.684,666.543,-162.715,698.85,-131.363,704.102,-154.439,683.36,-146.692,683.587,-147.999,683.076,-145.272,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.015275362,0.134562794,0.130298524,7.713483455,0.07540163074190684,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,37.161,0.026524625267665955,0.11661807580174928,0.9998150461035289,6.000000000000001e-4,0.005329561573398409,-5.843699999999998,-3.514499999999998,0.0010999999999999968,0.0023999999999999994,0.003409739,0.019134147000000004,0.024077428000000012,0.004677777294286589,0.0037483970088618423,-2.7937197499383615e-5
Polymixia_lowei,Polymixia,lowei,NA,1,0.9,1401,44.7,1.07,3.14,22.07,1.04,23.01,0.0319,61.3396,0.0022,0.0158,59.5999,0.0164,543.191,-165.051,546.866,-186.816,580.502,-157.137,585.449,-179.608,563.283,-172.331,563.597,-173.837,562.97,-170.762,Deep bodied,Benthic,demersal,demersal,demersal,marine,181.63,1273,517.77,1223,0.017278382,0.12152772,0.126681161,7.713483455,0.08122381215906407,M15319-31969,NA,ark:/87602/m4/M31969,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15319,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA,37.946999999999946,0.027085653104925014,0.13664596273291924,0.99965135196715,0.0010000000000000002,0.006960536391572979,-8.5687,-8.407500000000006,0.001400000000000002,9.000000000000015e-4,0.009043082,0.02360386299999999,0.01460931700000001,0.03987176918453214,0.015133938406084332,-2.6094022761324887e-4
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.4,597,21.25,1.23,0,13.22,1.52,13.96,0.0356,70.7257,0,0.0221,86.9638,0.0234,260.898,92.5265,267.266,80.939,246.074,85.8454,252.025,73.2141,255.783,82.5049,255.783,82.5049,255.783,82.5049,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0,0.095412051,0.100758822,4.308043124,0,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,15.032500000000013,0.025180067001675063,0,1,-0.0015,0.004019232546762532,8.912500000000009,2.345700000000008,0.007800000000000001,0.006400000000000003,-0.010922496,-0.018848184000000004,-0.029011695000000004,-0.1,-0.07469622897945104,9.999999999998899e-5
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.5,597,22.32,1.01,1.35,11.24,1.1,11.2,0.0374,58.1386,0.0023,0.0188,62.9552,0.0188,317.77,115.505,320.147,104.52,298.67,109.93,302.359,99.3556,309.09,107.82,308.999,108.615,309.203,107.276,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0.009773924,0.081104019,0.080816611,4.308043124,0.07444697462589464,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,18.44399999999999,0.030894472361809026,0.12234042553191489,0.9997759835312493,6.999999999999999e-4,0.009196296766111424,-12.021350000000005,-6.811250000000001,0.00315,0.0030500000000000006,-0.0019586424999999998,-0.03624608850000001,-0.036660948,0.01438979255347321,-2.1504126258270473e-4,-8.820359993000348e-5
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.6,597,22.39,0.83,1.02,9.36,1.01,10.34,0.0375,47.3962,0.0017,0.0157,58.146,0.0173,378.892,123.385,379.011,114.026,358.659,122.603,359.44,112.291,368.293,118.45,368.313,117.905,368.223,118.926,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0.007396261,0.067541432,0.074626081,4.308043124,0.05099487488694599,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,19.902000000000015,0.033336683417085455,0.10303030303030301,0.9998873166087792,-1.0000000000000005e-4,0.01139869892096142,-14.287800000000004,-19.406600000000005,0.0011999999999999997,-2.0000000000000226e-4,-0.004928503,-0.037811774000000006,-0.050761772,-0.017222861526659,-0.020962144315123464,9.643202756348668e-5
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.7,597,21.13,1.03,2.1,10.53,1.14,11.05,0.0354,58.8626,0.0035,0.0176,65.521,0.0185,437.098,122.625,436.429,112.117,419.028,123.294,418.693,112.251,427.443,117.805,427.497,116.829,427.461,118.926,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0.015134502,0.075980853,0.079724632,4.308043124,0.11671228285762168,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,17.90299999999999,0.029988274706867657,0.19390581717451524,0.9985862801614692,0.0018000000000000002,0.008315714593713497,-6.784400000000005,-6.181600000000003,0.0022000000000000006,0.0017000000000000001,0.002598388,-0.033727647,-0.039702214,0.07596969923839732,0.03934838600948412,-0.0012202615628182922
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.8,597,20.8,1.12,0.86,11.31,1.23,11.51,0.0348,64.3393,0.0014,0.0189,70.5367,0.0193,493.266,122.957,493.328,111.647,475.934,122.158,476.487,110.664,484.343,116.61,484.382,116.26,484.323,117.114,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0.006177284,0.081615913,0.083038399,4.308043124,0.048915810727767614,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,17.086499999999972,0.02862060301507533,0.07329842931937174,0.9999711345273108,0,0.007425539320807785,-0.48799999999999955,-3.4185000000000088,0.0034999999999999996,0.0039000000000000007,-0.005688339000000001,-0.028125977999999996,-0.028869453000000003,-0.038641869188090955,-0.022737423005277382,1.2815122628251352e-4
Myripristis_jacobus,Myripristis,murdjan,NA,1,0.9,597,20.62,1.27,1.14,11.86,1.09,11.19,0.0345,73.0421,0.0019,0.0199,62.3276,0.0187,567.923,128.115,568.804,116.284,550.616,126.542,551.686,115.403,560.385,121.489,560.425,120.965,560.372,122.105,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,138.578,254,278.439,294,0.0082353,0.085610679,0.080750722,4.308043124,0.06589978213507634,M38716-70339,NA,ark:/87602/m4/M70339,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38716,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,17.212499999999977,0.028831658291457247,0.09844559585492227,0.999906074142691,7.000000000000001e-4,0.008706541578105211,-5.841000000000001,3.2950000000000017,0.003700000000000002,0.005000000000000001,0,-0.022326576,-0.021307724,0.0016714023065351746,-1.9009161790339846e-4,-6.218052072348712e-6
Opsanus_pardus,Opsanus,pardus,NA,1,0.4,1015,30.8,1.28,0,18.16,1.8,24.06,0.0303,73.3286,0,0.0179,103.2669,0.0237,464.285,-129.066,468.589,-146.711,443.198,-131.218,447.502,-154.887,454.674,-141.116,454.674,-141.116,454.674,-141.116,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0,0.080548939,0.106692063,4.501467966,0,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,21.087000000000018,0.020775369458128096,0,1,-0.0015,-3.854649967844348e-4,25.21560000000001,4.948599999999999,0.0081,0.0022000000000000006,-0.010922496,-0.012914942999999998,-0.043874807,-0.1,-0.07469622897945104,9.999999999998899e-5
Opsanus_pardus,Opsanus,pardus,NA,1,0.5,1015,31.22,1.04,3.88,15.28,1.29,18.7,0.0308,59.65,0.0038,0.0151,74.1965,0.0184,583.223,-103.756,585.442,-118.873,558.121,-106.253,560.201,-124.836,571.493,-114.717,571.493,-116.749,571.37,-112.87,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.017211794,0.067761479,0.082929214,4.501467966,0.15322885008839374,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,25.17149999999998,0.02479950738916254,0.22686567164179103,0.9973510415822524,0.0021999999999999997,0.0031013317934649384,-0.7800500000000028,-5.299849999999999,0.002749999999999999,-6.499999999999995e-4,0.0054792274999999994,-0.034133485500000005,-0.050003488,0.11891503866334935,0.07856683419991639,-0.0025131455489268983
Opsanus_pardus,Opsanus,pardus,NA,1,0.6,1015,28.2,1.22,1.67,15.49,1.4,18.05,0.0278,69.6242,0.0016,0.0153,80.0789,0.0178,677.082,-100.395,675.879,-115.837,654.62,-99.3919,654.62,-117.442,665.359,-108.245,665.417,-109.02,665.302,-107.354,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.007406198,0.068691907,0.080051179,4.501467966,0.07428924315546305,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,21.860500000000002,0.021537438423645323,0.09667673716012086,0.9999126449657806,-1.9999999999999987e-4,-4.0054607247871216e-4,7.645099999999999,2.821399999999997,0.0017000000000000001,-6.000000000000016e-4,-0.004918566,-0.032386676,-0.049611297,-0.023576427396841154,0.0023322239533935946,1.2176038456490623e-4
Opsanus_pardus,Opsanus,pardus,NA,1,0.7,1015,29.27,1.2,1.45,15.54,1.31,16.85,0.0288,68.586,0.0014,0.0153,74.827,0.0166,767.672,-113.306,763.944,-128.394,746.627,-109.281,740.891,-125.125,754.564,-119.106,754.672,-119.937,754.861,-118.497,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.006441091,0.06892675,0.074730321,4.501467966,0.06444736722753856,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,22.049000000000035,0.02172315270935964,0.0877742946708464,0.9999406433484823,-2.999999999999999e-4,5.059259620547943e-5,2.5215999999999923,3.541799999999995,3.0000000000000165e-4,-6.000000000000016e-4,-0.006095022999999999,-0.038721958,-0.046756317000000006,-0.03016182326527153,-0.012916529620598999,1.3410162419480454e-4
