"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","Water_Type","Max_BW_mm","BW_slide","Max_BH_mm","BH_slide","d_BW","D_Pos_BW","D_Ant_BW","SL.Max_BW","d_normCBL","Scan.Media.Number","DOI","ARK","URL","Website","Scan.Source","FullName","Family","MatchSpecies","Tip"
"109","Nealotus","tripes",1,90,1810,42.02,1.15,4.8,18.77,0.56,13.26,0.0232,66.1721,0.0027,0.0104,32.2743,0.0073,1698.88,-262.079,1699.98,-280.821,1662.36,-271.037,1663.19,-284.266,1685.35,-274.237,1685.87,-276.639,1684.77,-271.965,"Fusiform","Pelagic","pelagic","pelagic","pelagic","marine",97.3625,672,213.684,1242,0.049317706,0.192828375,0.136140834,18.59031968,0.114260055,"M42294-76201","","ark:/87602/m4/M76201","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Gempylidae_Nealotus_tripes_E00287","Gempylidae","tripes",1953
"110","Nectamia","fusca",1,40,617,16.79,0.82,5.54,6.22,1.36,11.14,0.0272,46.9634,0.009,0.0101,78.0513,0.0181,301.365,-61.1997,301.252,-67.4232,288.07,-58.0342,286.533,-69.068,294.159,-63.9138,294.081,-66.6026,294.275,-61.0693,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.044516895,0.050047243,0.08957199,4.960883793,0.329765104,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"111","Nectamia","fusca",1,50,617,17.29,1.36,0.21,13.26,0.76,5.11,0.028,77.6795,3e-04,0.0215,43.3265,0.0083,363.041,-66.7095,361.363,-79.8652,347.737,-69.2601,347.536,-74.3613,353.996,-72.6083,353.981,-72.7126,353.996,-72.504,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.001681544,0.106633129,0.04104716,4.960883793,0.012095707,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"112","Nectamia","fusca",1,60,617,21.76,0.94,0.13,10,0.98,10.33,0.0353,54.0066,2e-04,0.0162,55.913,0.0167,432.843,-70.8685,432.646,-80.8704,413.362,-69.8226,413.166,-80.1513,422.994,-74.9091,422.999,-74.9287,422.999,-74.8023,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.001016298,0.080434177,0.083061111,4.960883793,0.0058097,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"113","Nectamia","fusca",1,70,617,21.55,1.07,0.31,10.26,1.19,12.8,0.0349,61.1449,5e-04,0.0166,68.0905,0.0207,481.473,-68.3482,482.032,-78.5928,463.343,-68.0378,463.902,-80.8279,473.089,-74.0578,473.12,-74.1984,473.104,-73.8859,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.002515894,0.0824925,0.1029348,4.960883793,0.014518897,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"114","Nectamia","fusca",1,80,617,22.42,1.24,0.26,12.12,1.13,12.59,0.0363,70.8829,4e-04,0.0196,64.9124,0.0204,554.489,-66.58,553.719,-78.6738,535.914,-65.9808,535.54,-78.5634,545.605,-72.8469,545.611,-72.9661,545.584,-72.7079,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.002087333,0.097435036,0.101212941,4.960883793,0.011579182,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"115","Nectamia","fusca",1,90,617,22.77,1.19,0.55,12.01,1.15,12.84,0.0369,68.416,9e-04,0.0195,65.9656,0.0208,613.968,-70.3592,612.496,-82.2758,595.321,-68.2562,593.849,-81.0141,604.439,-75.5129,604.397,-75.6829,604.397,-75.1303,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",124.373,354,267.522,404,0.004443087,0.096541615,0.103258252,4.960883793,0.024272798,"M38983-70655","","ark:/87602/m4/M70655","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Apogonidae_Nectamia_fusca_E00732","Apogonidae","fusca",1720
"116","Fundulus","heteroclitus",1,30,1399,34.46,1.42,0,24.45,1.54,21.61,0.0246,81.1897,0,0.0175,88.2943,0.0154,506.159,-14.5312,500.675,-38.3622,481.194,-10.3702,476.087,-31.3642,489.516,-23.2314,489.516,-23.2314,489.516,-23.2314,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0,0.093172079,0.082322333,5.33035636,0,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"117","Fundulus","heteroclitus",1,40,1399,34.49,1.28,1.82,21.28,1.27,19.66,0.0247,73.1305,0.0013,0.0152,72.8315,0.0141,658.991,-39.2674,657.142,-60.4634,630.967,-38.2716,629.971,-57.9028,643.783,-48.5652,643.783,-49.4986,643.835,-47.6836,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0.006918203,0.081065974,0.074893412,5.33035636,0.052648232,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"118","Fundulus","heteroclitus",1,50,1399,38.55,1.05,2.51,21.25,1.23,20.48,0.0276,60.4157,0.0018,0.0152,70.5778,0.0146,799.422,-47.4341,798.885,-68.6807,767.149,-46.0894,765.939,-66.5291,780.903,-57.992,780.903,-59.2844,780.963,-56.7781,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0.009552037,0.080977925,0.078014028,5.33035636,0.06504104,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"119","Fundulus","heteroclitus",1,60,1399,36.1,1.15,1.31,19.44,1.23,21.16,0.0258,65.9772,9e-04,0.0139,70.3056,0.0151,937.635,-46.4276,939.057,-65.8159,907.792,-47.4427,909.111,-68.5566,923.465,-57.7547,923.508,-58.3395,923.508,-57.0287,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0.004994304,0.074070148,0.080603292,5.33035636,0.036308839,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"120","Fundulus","heteroclitus",1,70,1399,34.29,1.22,1.22,20.24,1.21,20,0.0245,69.8086,9e-04,0.0145,69.4127,0.0143,1067.55,-32.7379,1071.11,-52.6575,1039.17,-35.7425,1041.95,-55.5508,1054.91,-44.0547,1054.99,-44.6394,1054.83,-43.4283,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0.00465453,0.077098588,0.076211631,5.33035636,0.035626461,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"121","Fundulus","heteroclitus",1,80,1399,34.71,1.28,0.71,20.35,1.25,20.96,0.0248,73.2634,5e-04,0.0145,71.7341,0.015,1193.19,-11.6225,1196.94,-31.6192,1165.55,-15.8679,1169.02,-36.5346,1181.51,-23.4383,1181.54,-23.8039,1181.48,-23.1009,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0.002688252,0.077517945,0.079844802,5.33035636,0.020327015,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"122","Fundulus","heteroclitus",1,90,1399,33.44,1.3,0,19.61,1.22,20.1,0.0239,74.3999,0,0.014,69.9501,0.0144,1347.53,21.1362,1352.05,2.05584,1320.78,15.4911,1325.52,-4.04084,1337.15,8.94284,1337.15,8.94284,1337.15,8.94284,"Fusiform","Pelagic","benthopelagic","benthopelagic","demersal","marine",262.459,594,400.498,744,0,0.074710451,0.076579057,5.33035636,0,"M26502-51275","","ark:/87602/m4/M51275","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Fundulidae_Fundulus_heteroclitus_G01293","Fundulidae","heteroclitus",742
"123","Menidia","beryllina",1,30,889,21.46,1.04,0,10.51,1.05,10.81,0.0241,59.4641,0,0.0118,60.4398,0.0122,854.408,23.4709,854.786,12.9668,872.672,24.3226,873.429,13.5346,863.776,18.834,863.776,18.834,863.776,18.834,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0,0.086402788,0.088898701,7.30785039,0,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"124","Menidia","beryllina",1,40,889,23.2,0.92,0.8,10.42,1.16,12.84,0.0261,52.718,9e-04,0.0117,66.3435,0.0144,767.392,17.4646,767.692,7.04905,787.422,20.0685,788.223,7.24935,778.014,13.099,778.078,12.7781,778.014,13.5802,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0.006614462,0.085654497,0.105582825,7.30785039,0.034681807,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"125","Menidia","beryllina",1,50,889,21.98,1.02,0.68,11.01,1.06,11.06,0.0247,58.2992,8e-04,0.0124,60.9321,0.0124,682.092,10.8928,682.47,-0.110085,701.017,12.4647,701.938,1.44422,692.135,5.93127,692.192,5.5628,692.135,6.24305,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0.005611458,0.09050042,0.090907503,7.30785039,0.031056438,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"126","Menidia","beryllina",1,60,889,22.69,1.08,0.51,12.52,1.16,11.62,0.0255,61.9768,6e-04,0.0141,66.5235,0.0131,598.903,5.66572,599.408,-6.84254,617.826,6.57748,618.937,-4.9915,609.542,0.225926,609.568,0.0141365,609.515,0.517136,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0.004157699,0.102905467,0.095538049,7.30785039,0.02228886,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"127","Menidia","beryllina",1,70,889,21.85,1.12,0.23,11.32,1.1,11.41,0.0246,64.1924,3e-04,0.0127,63.165,0.0128,500.346,-2.86976,501.299,-14.1489,518.536,-1.75774,519.648,-13.1163,509.832,-8.04391,509.813,-8.13843,509.813,-7.91159,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0.001864694,0.093048327,0.093817201,7.30785039,0.010380212,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"128","Menidia","beryllina",1,80,889,20.76,1.17,0.18,10.56,1.08,12.13,0.0234,67.3208,2e-04,0.0119,61.6318,0.0136,406.888,-14.2969,407.551,-24.8319,424.569,-11.0553,425.674,-23.1375,415.018,-18.2464,415.094,-18.3224,415.043,-18.1452,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0.001515768,0.086772229,0.099733865,7.30785039,0.008881185,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"129","Menidia","beryllina",1,90,889,18.39,1.15,0,9.65,1.11,10.09,0.0207,66.0366,0,0.0109,63.5922,0.0114,318.871,-24.2617,320.357,-33.7994,334.898,-22.4636,335.289,-32.5486,327.002,-28.327,327.002,-28.327,327.002,-28.327,"Fusiform","Pelagic","pelagic","pelagic","demersal","freshwater",121.65,760,166.155,640,0,0.079348683,0.082964051,7.30785039,0,"M17141-31920","","ark:/87602/m4/M31920","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141","Morphosource","Auburn University Museum of Natural History, Auburn, Alabama, USA","Atherinopsidae_Menidia_beryllina_E00174","Atherinopsidae","beryllina",749
"130","Hypsypops","rubicundus",1,40,689,24.84,1.32,0.32,17.26,1.43,13.87,0.036,75.8191,5e-04,0.0251,81.9042,0.0201,525.539,-312.526,524.416,-329.751,544.262,-315.615,543.7,-329.47,535.995,-322.319,535.995,-322.477,535.995,-322.16,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.002097643,0.114222739,0.091756286,4.559230291,0.012762756,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"131","Hypsypops","rubicundus",1,50,689,26.41,0.91,0.41,13.64,1.28,12.37,0.0383,52.1163,6e-04,0.0198,73.1859,0.018,434.271,-310.155,434.027,-323.791,455.943,-311.535,456.836,-323.872,448.065,-317.768,448.014,-317.895,448.065,-317.488,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.00271425,0.090246178,0.081849613,4.559230291,0.015533049,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"132","Hypsypops","rubicundus",1,60,689,27.45,0.8,0.46,12.65,0.99,10.5,0.0398,45.579,7e-04,0.0184,56.6612,0.0152,387.775,-305.395,386.508,-317.978,412.433,-309.786,410.913,-320.173,401.989,-314.042,401.971,-314.277,402.026,-313.825,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.003013022,0.083684885,0.069464584,4.559230291,0.016584964,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"133","Hypsypops","rubicundus",1,70,689,25.71,1.04,0.77,12.96,1.14,14,0.0373,59.5458,0.0011,0.0188,65.5867,0.0203,303.01,-292.833,301.427,-305.692,325.266,-294.91,323.189,-308.758,313.404,-301.007,313.365,-301.351,313.442,-300.586,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.005087713,0.085732526,0.092659532,4.559230291,0.029909976,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"134","Hypsypops","rubicundus",1,80,689,25.27,0.99,1.47,12.3,1.22,13.97,0.0367,56.5581,0.0021,0.0178,70.1275,0.0203,242.041,-284.338,240.86,-296.579,263.516,-286.378,261.69,-300.23,252.692,-292.42,252.572,-293.178,252.831,-291.726,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.009759788,0.081376894,0.092454012,4.559230291,0.058363374,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"135","Hypsypops","rubicundus",1,90,689,23.6,1.31,0.49,13.29,1.16,13.56,0.0343,74.9271,7e-04,0.0193,66.1901,0.0197,180.898,-274.687,179.841,-287.934,200.063,-277.012,198.443,-290.47,188.897,-282.822,188.849,-282.991,188.921,-282.507,"Deep bodied","Reef associated","demersal","reef associated","demersal","marine",151.122,531,389.489,573,0.003237954,0.087936257,0.089696753,4.559230291,0.020734712,"M39906-72059","","ark:/87602/m4/M72059","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39906","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pomacentridae_Hypsypops_rubicundus_E00459","Pomacentridae","rubicundus",777
"136","Salarias","fasciatus",1,30,1256,38.74,1.14,1.86,21.49,1.13,21.49,0.0308,65.1095,0.0015,0.0171,64.9434,0.0171,1160.38,-408.268,1168.03,-428.347,1190.98,-394.308,1198.63,-414.387,1179.81,-412.012,1180.04,-412.879,1179.67,-411.054,"Tadpole shaped","Reef associated","benthic","reef associated","benthic","marine",217.522,1245,345.57,825,0.008560647,0.098780553,0.098780553,5.774128594,0.048071882,"M40486-73091","","ark:/87602/m4/M73091","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40486","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Blenniidae_Salarias_fasciatus_E00988","Blenniidae","fasciatus",877
"137","Salarias","fasciatus",1,40,1256,43.22,1.08,2.21,23.46,1.16,23.4,0.0344,61.7492,0.0018,0.0187,66.3346,0.0186,1056.14,-450.367,1063.59,-472.614,1091.14,-436.78,1098.49,-458.998,1078.14,-454.38,1078.61,-455.466,1077.91,-453.372,"Tadpole shaped","Reef associated","benthic","reef associated","benthic","marine",217.522,1245,345.57,825,0.010150252,0.10785703,0.107585347,5.774128594,0.051084557,"M40486-73091","","ark:/87602/m4/M73091","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40486","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Blenniidae_Salarias_fasciatus_E00988","Blenniidae","fasciatus",877
