Species,Indiv,Pos,SL,CBL_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL,alpha_Pos,d,D_Pos,alpha_Ant,D_Ant,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,Body Shape,Habitat_Initial ,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,d_BW,D_Pos_BW,D_Ant_BW
Menidia_beryllina,1,50,889,21.98,1.02,0.68,11.01,1.06,11.06,0.0247,58.2992,0.0008,0.0124,60.9321,0.0124,682.092,10.8928,682.47,-0.110085,701.017,12.4647,701.938,1.44422,692.135,5.93127,692.192,5.5628,692.135,6.24305,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.005611458,0.09050042,0.090907503
Menidia_beryllina,1,60,889,22.69,1.08,0.51,12.52,1.16,11.62,0.0255,61.9768,0.0006,0.0141,66.5235,0.0131,598.903,5.66572,599.408,-6.84254,617.826,6.57748,618.937,-4.9915,609.542,0.225926,609.568,0.0141365,609.515,0.517136,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.004157699,0.102905467,0.095538049
Menidia_beryllina,1,70,889,21.85,1.12,0.23,11.32,1.10,11.41,0.0246,64.1924,0.0003,0.0127,63.1650,0.0128,500.346,-2.86976,501.299,-14.1489,518.536,-1.75774,519.648,-13.1163,509.832,-8.04391,509.813,-8.13843,509.813,-7.91159,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.001864694,0.093048327,0.093817201
Menidia_beryllina,1,80,889,20.76,1.17,0.18,10.56,1.08,12.13,0.0234,67.3208,0.0002,0.0119,61.6318,0.0136,406.888,-14.2969,407.551,-24.8319,424.569,-11.0553,425.674,-23.1375,415.018,-18.2464,415.094,-18.3224,415.043,-18.1452,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.001515768,0.086772229,0.099733865
Menidia_beryllina,1,90,889,18.39,1.15,0.00,9.65,1.11,10.09,0.0207,66.0366,0.0000,0.0109,63.5922,0.0114,318.871,-24.2617,320.357,-33.7994,334.898,-22.4636,335.289,-32.5486,327.002,-28.327,327.002,-28.327,327.002,-28.327,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0,0.079348683,0.082964051
Hypsypops_rubicundus,1,40,689,24.84,1.32,0.32,17.26,1.43,13.87,0.0360,75.8191,0.0005,0.0251,81.9042,0.0201,525.539,-312.526,524.416,-329.751,544.262,-315.615,543.7,-329.47,535.995,-322.319,535.995,-322.477,535.995,-322.16,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.002097643,0.114222739,0.091756286
Hypsypops_rubicundus,1,50,689,26.41,0.91,0.41,13.64,1.28,12.37,0.0383,52.1163,0.0006,0.0198,73.1859,0.0180,434.271,-310.155,434.027,-323.791,455.943,-311.535,456.836,-323.872,448.065,-317.768,448.014,-317.895,448.065,-317.488,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.00271425,0.090246178,0.081849613
Hypsypops_rubicundus,1,60,689,27.45,0.80,0.46,12.65,0.99,10.50,0.0398,45.5790,0.0007,0.0184,56.6612,0.0152,387.775,-305.395,386.508,-317.978,412.433,-309.786,410.913,-320.173,401.989,-314.042,401.971,-314.277,402.026,-313.825,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.003013022,0.083684885,0.069464584
Hypsypops_rubicundus,1,70,689,25.71,1.04,0.77,12.96,1.14,14.00,0.0373,59.5458,0.0011,0.0188,65.5867,0.0203,303.01,-292.833,301.427,-305.692,325.266,-294.91,323.189,-308.758,313.404,-301.007,313.365,-301.351,313.442,-300.586,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.005087713,0.085732526,0.092659532
Hypsypops_rubicundus,1,80,689,25.27,0.99,1.47,12.30,1.22,13.97,0.0367,56.5581,0.0021,0.0178,70.1275,0.0203,242.041,-284.338,240.86,-296.579,263.516,-286.378,261.69,-300.23,252.692,-292.42,252.572,-293.178,252.831,-291.726,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.009759788,0.081376894,0.092454012
Hypsypops_rubicundus,1,90,689,23.60,1.31,0.49,13.29,1.16,13.56,0.0343,74.9271,0.0007,0.0193,66.1901,0.0197,180.898,-274.687,179.841,-287.934,200.063,-277.012,198.443,-290.47,188.897,-282.822,188.849,-282.991,188.921,-282.507,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,151.122,531,389.489,573,0.003237954,0.087936257,0.089696753
Salarias_fasciatus,1,30,1256,38.74,1.14,1.86,21.49,1.13,21.49,0.0308,65.1095,0.0015,0.0171,64.9434,0.0171,1160.38,-408.268,1168.03,-428.347,1190.98,-394.308,1198.63,-414.387,1179.81,-412.012,1180.04,-412.879,1179.67,-411.054,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.008560647,0.098780553,0.098780553
Salarias_fasciatus,1,40,1256,43.22,1.08,2.21,23.46,1.16,23.40,0.0344,61.7492,0.0018,0.0187,66.3346,0.0186,1056.14,-450.367,1063.59,-472.614,1091.14,-436.78,1098.49,-458.998,1078.14,-454.38,1078.61,-455.466,1077.91,-453.372,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.010150252,0.10785703,0.107585347
Salarias_fasciatus,1,50,1256,42.24,1.21,2.74,25.37,1.36,25.60,0.0336,69.2989,0.0022,0.0202,77.8029,0.0204,917.743,-493.071,924.298,-517.578,950.366,-483.394,957.234,-508.056,938.866,-501.048,939.083,-502.136,938.503,-499.453,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.012619299,0.116625011,0.11769137
Salarias_fasciatus,1,60,1256,40.25,1.31,3.13,24.26,1.30,24.46,0.0320,75.3298,0.0025,0.0193,74.3680,0.0195,787.397,-524.752,792.538,-548.457,818.385,-518.04,823.812,-541.888,805.348,-533.396,805.563,-534.977,805.06,-531.886,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.014396977,0.111510879,0.112437855
Salarias_fasciatus,1,70,1256,37.01,1.31,2.27,22.24,1.25,22.01,0.0295,75.1257,0.0018,0.0177,71.6146,0.0175,664.854,-545.847,667.742,-567.898,694.125,-541.91,697.275,-563.698,680.692,-555.536,680.836,-556.477,680.474,-554.233,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.010449569,0.102239384,0.101205984
Salarias_fasciatus,1,80,1256,33.46,1.32,1.05,20.49,1.29,20.69,0.0266,75.8305,0.0008,0.0163,73.9117,0.0165,550.822,-565.195,552.983,-585.566,577.212,-561.337,579.835,-581.863,564.97,-573.91,564.903,-574.368,564.933,-573.323,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.004806091,0.094175767,0.095130225
Salarias_fasciatus,1,90,1256,32.38,1.49,1.48,19.37,1.19,20.04,0.0258,85.4897,0.0012,0.0154,67.9560,0.0160,418.237,-579.889,420.463,-599.135,443.842,-577.537,445.401,-597.521,429.809,-588.844,429.917,-589.672,429.809,-588.196,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,217.522,1245,345.57,825,0.006803661,0.089068243,0.092150304
Labroides_dimidiatus,1,30,1601,49.42,1.04,4.49,25.14,1.06,24.35,0.0309,59.6364,0.0028,0.0157,60.4741,0.0152,556.23,149.933,555.108,124.818,512.035,148.53,513.999,124.257,533.849,135.958,533.734,133.486,533.887,137.973,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.026162148,0.146497811,0.141907538
Labroides_dimidiatus,1,40,1601,55.83,0.90,3.64,24.78,0.95,24.14,0.0349,51.3577,0.0023,0.0155,54.1867,0.0151,707.075,150.693,707.706,125.926,658.33,148.484,657.857,124.348,681.647,137.323,681.805,135.663,681.647,139.299,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.021207942,0.144370782,0.140673949
Labroides_dimidiatus,1,50,1601,56.76,1.02,1.80,27.54,0.95,26.97,0.0355,58.6546,0.0011,0.0172,54.6429,0.0168,865.284,163.743,868.373,136.376,814.816,159.035,818.053,132.256,842.46,147.42,842.551,146.546,842.337,148.332,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.010481945,0.160487514,0.157184334
Labroides_dimidiatus,1,60,1601,57.27,0.96,1.41,25.11,0.91,26.40,0.0358,54.8369,0.0009,0.0157,52.3927,0.0165,1029.3,175.078,1031.16,150.039,978.361,171.644,980.364,145.318,1006.12,160.484,1006.14,159.792,1006.06,161.195,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.008188937,0.146310985,0.153852049
Labroides_dimidiatus,1,70,1601,56.77,0.92,1.38,24.96,0.89,24.54,0.0355,52.8133,0.0009,0.0156,50.7848,0.0153,1194.91,193.468,1196.98,168.597,1144.65,190.014,1145.51,165.489,1170.9,178.962,1170.87,178.209,1170.82,179.589,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.008046907,0.145431094,0.14300159
Labroides_dimidiatus,1,80,1601,59.16,0.86,2.10,23.26,0.76,22.82,0.0370,49.3365,0.0013,0.0145,43.6979,0.0143,1362.43,211.264,1365.21,188.172,1309.69,204.221,1311.33,181.457,1338.73,196.319,1338.56,195.581,1338.45,197.68,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.01224822,0.135534899,0.132995736
Labroides_dimidiatus,1,90,1601,56.19,0.86,3.16,22.52,0.83,24.32,0.0351,49.3907,0.0020,0.0141,47.4604,0.0152,1529.68,223.59,1532.43,201.235,1478.18,221.792,1479.9,197.532,1506.64,211.521,1506.64,209.875,1506.78,213.03,Fusiform,Reef associated,demersal,reef associated,demersal,marine,171.607,837.49,375.986,907.49,0.018403123,0.131250535,0.141724384
Hemitaurichthys_polylepis,1,30,953,29.69,1.28,0.00,18.87,1.46,18.58,0.0312,73.1606,0.0000,0.0198,83.4574,0.0195,365.557,-208.749,364.858,-227.607,342.159,-208.26,342.019,-226.839,352.496,-217.969,352.496,-217.969,352.496,-217.969,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0,0.161406055,0.158913472
Hemitaurichthys_polylepis,1,40,953,39.35,1.04,0.34,21.10,1.19,20.25,0.0413,59.6764,0.0004,0.0221,68.4014,0.0213,458.721,-206.32,459.399,-227.412,425.515,-208.099,426.108,-228.344,440.668,-217.142,440.668,-217.311,440.668,-216.973,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.002890964,0.180496205,0.173232774
Hemitaurichthys_polylepis,1,50,953,40.03,1.20,0.58,23.76,1.25,21.79,0.0420,68.7034,0.0006,0.0249,71.4221,0.0229,558.483,-195.281,561.351,-218.863,526.715,-200.121,528.528,-221.837,542.656,-209.09,542.654,-209.372,542.626,-208.79,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.00498369,0.203186564,0.186386375
Hemitaurichthys_polylepis,1,60,953,38.62,1.25,0.40,23.26,1.32,23.24,0.0405,71.7562,0.0004,0.0244,75.8472,0.0244,654.886,-180.164,658.645,-203.114,624.319,-184.912,627.979,-207.862,640.839,-193.815,640.766,-193.642,640.91,-194.015,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.003419816,0.198910393,0.198775281
Hemitaurichthys_polylepis,1,70,953,39.55,1.26,0.36,23.40,1.32,23.53,0.0415,72.0396,0.0004,0.0246,75.6496,0.0247,753.603,-166.859,755.781,-190.16,722.574,-170.535,724.797,-193.956,738.767,-180.792,738.947,-181.139,738.867,-180.792,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.003045798,0.200165675,0.201223625
Hemitaurichthys_polylepis,1,80,953,39.21,1.21,0.63,22.86,1.32,23.34,0.0411,69.3989,0.0007,0.0240,75.6630,0.0245,853.752,-161.946,854.216,-184.797,821.984,-162.968,823.005,-186.283,837.481,-173.555,837.419,-173.866,837.481,-173.244,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.005346423,0.195488303,0.199607794
Hemitaurichthys_polylepis,1,90,953,36.53,1.25,0.73,20.43,1.23,21.65,0.0383,71.6415,0.0008,0.0214,70.6481,0.0227,952.141,-162.533,951.735,-182.961,922.465,-162.33,922.566,-183.978,937.787,-172.906,937.75,-173.269,937.714,-172.542,Deep bodied,Reef associated,pelagic,benthopelagic,pelagic,marine,116.916,549,626.57,679,0.006225759,0.174758238,0.185160591
Lagodon_rhomboides,1,40,1215,39.23,0.98,1.80,19.99,1.12,19.28,0.0323,55.9112,0.0015,0.0165,63.8997,0.0159,968.058,213.248,969.59,193.319,1002.09,216.109,1003.72,196.896,987.467,205.809,987.737,204.685,987.657,206.485,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.009479743,0.105162406,0.101449072
Lagodon_rhomboides,1,50,1215,45.77,0.65,0.97,17.73,0.92,16.44,0.0377,37.0193,0.0008,0.0146,52.7506,0.0135,843.632,196.751,845.645,179.138,886.407,202.035,888.042,185.68,870.949,190.903,870.98,190.436,870.96,191.407,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.005109835,0.093271076,0.08647797
Lagodon_rhomboides,1,60,1215,45.84,0.64,2.61,14.94,0.55,12.14,0.0377,36.4924,0.0021,0.0123,31.5599,0.0100,718.966,185.319,718.849,170.377,763.091,184.619,762.974,172.479,741.565,178.103,741.592,176.821,741.485,179.429,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.013733093,0.078617207,0.063875516
Lagodon_rhomboides,1,70,1215,43.66,0.89,3.02,19.53,0.92,18.71,0.0359,51.1926,0.0025,0.0161,52.5478,0.0154,601.181,181.135,602.11,161.632,640.392,182.889,641.424,164.212,622.004,172.306,622.162,170.914,621.846,173.92,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.015902706,0.10272807,0.09841576
Lagodon_rhomboides,1,80,1215,41.07,0.90,2.52,20.42,1.20,19.71,0.0338,51.4246,0.0021,0.0168,68.7138,0.0162,489.251,178.896,489.603,158.481,524.919,178.661,525.153,158.95,510.624,169.104,510.662,167.863,510.549,170.382,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.013266619,0.107426023,0.103713389
Lagodon_rhomboides,1,90,1215,38.94,1.06,2.63,19.15,1.02,19.28,0.0321,60.6420,0.0022,0.0158,58.2820,0.0159,345.984,181.172,345.091,162.047,379.517,179.387,378.751,160.127,361.861,170.434,361.861,169.194,361.861,171.82,Deep bodied,Benthic,demersal,demersal,demersal,marine,190.066,992,558.307,852,0.013816253,0.100732572,0.101413333
Halieutichthys_aculeatus,1,40,813,51.23,0.71,0.00,19.70,0.72,16.63,0.0630,40.6173,0.0000,0.0242,41.1350,0.0205,821.022,-425.658,817.814,-445.095,869.143,-432.829,866.501,-449.246,845.818,-438.618,845.818,-438.618,845.818,-438.618,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0,0.029477448,0.024881163
Halieutichthys_aculeatus,1,50,813,57.35,0.58,0.66,16.63,0.61,17.40,0.0705,33.3207,0.0008,0.0205,34.8331,0.0214,707.137,-413.535,704.403,-429.94,762.213,-419.785,759.479,-436.971,733.292,-425.494,733.292,-425.846,733.342,-425.192,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0.000981449,0.024885695,0.026039131
Halieutichthys_aculeatus,1,60,813,54.92,0.62,0.67,15.46,0.58,16.72,0.0676,35.5369,0.0008,0.0190,32.9724,0.0206,653.86,-406.817,651.982,-422.159,705.835,-413.079,703.8,-429.674,676.771,-418.02,676.771,-418.35,676.866,-417.69,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0.00099775,0.023127901,0.025017444
Halieutichthys_aculeatus,1,70,813,26.53,1.45,0.00,16.86,1.29,16.42,0.0326,83.0822,0.0000,0.0207,73.8169,0.0202,573.969,-395.484,572.158,-412.244,594.579,-398.881,591.862,-415.075,582.349,-405.902,582.349,-405.902,582.349,-405.902,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0,0.025224313,0.024570099
Halieutichthys_aculeatus,1,80,813,27.29,1.12,0.50,12.53,1.16,16.83,0.0336,64.1147,0.0006,0.0154,66.2503,0.0207,506.608,-391.406,505.465,-403.887,529.286,-391.494,528.055,-408.282,515.783,-399.763,515.815,-399.952,515.815,-399.447,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0.000755642,0.018753727,0.025187671
Halieutichthys_aculeatus,1,90,813,27.97,1.21,0.00,14.13,0.99,14.45,0.0344,69.3602,0.0000,0.0174,56.9512,0.0178,416.551,-381.997,414.747,-396.01,439.304,-384.772,438.61,-399.201,425.707,-390.738,425.707,-390.738,425.707,-390.738,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,668.306,804,84.1766,594,0,0.021140981,0.021615368
Stephanolepis_hispidus,1,50,654,34.02,1.18,0.00,21.63,1.51,21.62,0.0520,67.7130,0.0000,0.0331,86.2852,0.0331,476.655,489.988,490.847,473.671,497.7,509.136,510.625,491.804,495.815,492.517,495.815,492.517,495.815,492.517,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,190.676,537.052,610.057,477.052,0,0.113414309,0.11338963
Stephanolepis_hispidus,1,60,654,29.36,1.13,1.87,22.17,1.28,19.14,0.0449,64.8267,0.0029,0.0339,73.2069,0.0293,429.442,451.95,441.222,433.165,463.828,454.657,452.525,470.099,448.715,453.67,449.285,452.944,448.249,454.499,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,190.676,537.052,610.057,477.052,0.009799386,0.116286585,0.100362379
Stephanolepis_hispidus,1,70,654,36.13,1.13,2.67,21.10,1.27,19.70,0.0552,64.9997,0.0041,0.0323,72.9726,0.0301,355.55,397.96,368.753,381.496,380.212,415.743,391.637,399.69,374.743,400.484,375.441,399.244,374.123,401.569,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,190.676,537.052,610.057,477.052,0.014016406,0.110680355,0.103335179
Stephanolepis_hispidus,1,80,654,36.21,1.02,4.04,19.28,1.13,17.51,0.0554,58.4263,0.0062,0.0295,64.5310,0.0268,276.81,340.031,287.722,324.135,302.406,356.871,312.914,342.861,295.805,342.726,296.883,340.84,294.862,344.342,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,190.676,537.052,610.057,477.052,0.021205191,0.101118849,0.091845854
Stephanolepis_hispidus,1,90,654,37.11,0.79,1.11,15.09,0.97,16.11,0.0567,45.3233,0.0017,0.0231,55.5749,0.0246,221.195,298.844,230.103,286.661,248.182,318.233,257.745,305.264,239.929,303.823,240.194,303.358,239.588,304.289,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,190.676,537.052,610.057,477.052,0.005825873,0.07915162,0.084507397
Malacocottus_zonurus,1,40,1030,30.44,1.44,3.63,20.18,1.61,21.38,0.0296,82.2953,0.0035,0.0196,92.1056,0.0208,489.944,-279.085,491.876,-299.171,468.023,-281.209,470.437,-302.455,479.429,-290.353,479.524,-292.063,479.207,-288.449,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.013752321,0.076492137,0.08105618
Malacocottus_zonurus,1,50,1030,32.24,1.28,2.66,18.66,1.18,18.28,0.0313,73.3019,0.0026,0.0181,67.4235,0.0177,584.157,-257.864,588.481,-276.013,559.248,-263.528,562.293,-281.555,574.328,-270.577,574.328,-271.731,574.36,-269.071,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.010084088,0.070723717,0.069303611
Malacocottus_zonurus,1,60,1030,30.57,1.34,3.19,18.73,1.35,18.37,0.0297,76.5994,0.0031,0.0182,77.3685,0.0178,679.626,-245.978,678.677,-264.681,656.096,-246.495,655.579,-264.853,667.301,-255.459,667.366,-257.01,667.366,-253.818,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.01210003,0.070989348,0.069617926
Malacocottus_zonurus,1,70,1030,28.88,1.37,3.01,17.47,1.29,17.81,0.0280,78.3661,0.0029,0.0170,73.9125,0.0173,792.948,-244.629,794.457,-262.035,771.317,-245.836,771.216,-263.644,782.993,-253.341,782.912,-254.825,782.872,-251.817,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.011403543,0.066229045,0.067506516
Malacocottus_zonurus,1,80,1030,28.19,1.32,3.62,16.40,1.28,17.50,0.0274,75.7610,0.0035,0.0159,73.2983,0.0170,885.509,-234.803,886.57,-251.173,863.034,-236.308,864.626,-253.739,875.556,-244.092,875.556,-245.778,875.418,-242.158,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.013732433,0.062184554,0.066351337
Malacocottus_zonurus,1,90,1030,28.69,1.19,3.41,15.37,1.27,17.70,0.0279,68.0223,0.0033,0.0149,72.5989,0.0172,1003.45,-224.767,1004.03,-240.131,979.435,-225.416,981.31,-243.016,992.387,-233.35,992.523,-234.802,992.251,-231.4,,,benthic,bathydemersal,benthic,marine,263.801,451,338.396,470,0.012937238,0.058282356,0.067094491
Mirorictus_taningi,1,30,1822,48.95,1.41,14.31,34.18,1.58,31.83,0.0269,80.7041,0.0079,0.0188,90.2555,0.0175,1627.66,-148.26,1628.74,-182.422,1663.62,-148.619,1664.55,-180.439,1648.3,-165.919,1648.28,-172.399,1648.39,-158.091,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.107123028,0.255888802,0.238328873
Mirorictus_taningi,1,40,1822,47.48,1.45,17.59,33.70,1.62,31.92,0.0261,82.8541,0.0097,0.0185,93.0969,0.0175,1444.52,-135.814,1445.85,-169.492,1479.08,-135.814,1479.67,-167.728,1464.28,-152.644,1464.76,-161.273,1464.28,-143.689,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.131695367,0.252333995,0.238971725
Mirorictus_taningi,1,50,1822,48.81,1.62,19.85,33.69,1.48,33.86,0.0268,92.5395,0.0109,0.0185,84.5380,0.0186,1255.09,-173.823,1262.95,-206.587,1289.58,-166.542,1296.48,-199.689,1274.81,-186.977,1276.86,-196.285,1272.99,-176.821,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.148573814,0.252254317,0.253481686
Mirorictus_taningi,1,60,1822,52.30,1.53,21.04,35.75,1.52,35.91,0.0287,87.8904,0.0116,0.0196,87.2915,0.0197,1059.05,-196.432,1060.79,-232.135,1096.49,-195.387,1098.06,-231.265,1078.46,-213.96,1078.68,-223.817,1078.46,-202.774,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.157551471,0.267615293,0.268865274
Mirorictus_taningi,1,70,1822,51.57,1.54,20.53,36.49,1.47,33.56,0.0283,88.2398,0.0113,0.0200,84.0320,0.0184,895.438,-187.202,891.642,-223.494,932.337,-192.821,929.148,-226.227,912.257,-207.259,911.692,-217.549,913.275,-197.083,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.153680688,0.273189962,0.251238068
Mirorictus_taningi,1,80,1822,50.90,1.50,20.55,34.19,1.53,34.86,0.0279,86.0024,0.0113,0.0188,87.9080,0.0191,694.17,-178.282,692.017,-212.4,730.442,-181.429,728.123,-216.209,711.404,-196.163,711.308,-206.333,712.082,-185.798,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.15384878,0.255939691,0.260965976
Mirorictus_taningi,1,90,1822,47.76,1.49,18.33,32.34,1.48,31.85,0.0262,85.5061,0.0101,0.0178,85.0565,0.0175,546.895,-146.072,538.081,-177.189,580.53,-157.404,570.457,-187.621,558.662,-168.267,556.601,-176.872,561.464,-159.202,,,bathydemersal,bathydemersal,pelagic,marine,133.57,1708,365.478,1708,0.137208697,0.242129344,0.238464667
Ctenochaetus_strigosus,1,40,1107,39.93,1.05,3.73,22.37,1.31,22.16,0.0361,60.0955,0.0034,0.0202,75.2856,0.0200,984.871,223.319,979.801,201.533,1017.89,216.057,1012.55,194.545,1001.37,209.122,1001.06,207.444,1001.94,211.069,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.019489268,0.116864832,0.115802742
Ctenochaetus_strigosus,1,50,1107,43.94,0.91,1.44,19.47,1.03,21.75,0.0397,52.3972,0.0013,0.0176,59.1352,0.0196,839.631,254.43,835.775,235.342,878.192,247.489,873.372,226.28,856.909,240.162,856.837,239.448,857.052,240.876,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.007544825,0.101741801,0.113634165
Ctenochaetus_strigosus,1,60,1107,46.86,1.10,2.64,24.82,0.88,19.70,0.0423,63.0501,0.0024,0.0224,50.1691,0.0178,722.032,272.934,719.494,248.245,763.104,265.55,760.4,246.035,740.893,258.574,740.893,257.345,741.068,259.979,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.013791951,0.12967006,0.102932271
Ctenochaetus_strigosus,1,70,1107,48.60,1.08,1.50,24.70,1.04,24.42,0.0439,61.7847,0.0014,0.0223,59.6804,0.0221,637.858,281.412,635.833,256.794,679.77,277.517,677.433,253.211,657.391,267.114,657.391,266.335,657.511,267.832,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.007846323,0.129053744,0.127574904
Ctenochaetus_strigosus,1,80,1107,51.85,1.01,2.18,25.74,1.06,25.56,0.0468,57.9977,0.0020,0.0232,60.8763,0.0231,542.48,287.331,541.676,261.606,587.699,285.12,586.292,259.596,565.267,273.363,565.267,272.107,565.267,274.283,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.011368742,0.13446861,0.133555296
Ctenochaetus_strigosus,1,90,1107,50.92,1.09,3.06,25.28,0.96,24.97,0.0460,62.3254,0.0028,0.0228,55.0759,0.0226,388.36,286.446,389.238,261.183,433.668,287.863,433.505,262.892,409.695,274.147,409.539,272.657,409.539,275.715,,,demersal,reef associated,demersal,marine,191.402,999,675.628,968,0.015976845,0.132068905,0.130466411
Ophidion_scrippsae,1,20,2082,44.40,1.60,3.96,32.57,1.87,34.93,0.0213,91.4644,0.0019,0.0156,107.2543,0.0168,444.419,132.775,453.169,101.405,416.517,126.171,425.762,92.49,433.64,112.367,434.169,110.516,433.177,114.351,,,demersal,demersal,demersal,marine,179.188,468,332.161,588,0.02210652,0.181750224,0.194916945
Ophidion_scrippsae,1,30,2082,45.71,1.19,3.97,29.09,1.44,26.79,0.0220,68.3287,0.0019,0.0140,82.4142,0.0129,665.347,157.27,667.025,128.228,628.823,154.86,630.149,128.099,644.765,142.268,644.885,140.468,644.645,144.428,,,demersal,demersal,demersal,marine,179.188,468,332.161,588,0.022140244,0.162345892,0.149529161
Ophidion_scrippsae,1,40,2082,43.60,1.29,3.64,29.69,1.47,25.58,0.0209,73.9178,0.0017,0.0143,84.3056,0.0123,852.724,165.051,854.088,135.39,819.142,161.812,819.994,136.242,833.683,149.698,833.73,147.948,833.943,151.583,,,demersal,demersal,demersal,marine,179.188,468,332.161,588,0.020320754,0.165704992,0.142778481
