Species,Indiv,Pos,SL,CBL_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL,alpha_Pos,d,D_Pos,alpha_Ant,D_Ant,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,Body Shape,Habitat_Initial ,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,d_BW,D_Pos_BW,D_Ant_BW
Remora_remora,1,70,1548,49.34,0.93,2.84,21.81,0.93,23.10,0.0319,53.3226,0.0018,0.0141,53.5339,0.0149,1115.75,55.2891,1119.02,33.7288,1071.62,51.2208,1074.45,28.2908,1095.81,42.1407,1095.86,40.7635,1095.81,43.6018,,,benthic,reef associated,benthic,marine,226.445,656,217.685,656,0.012536114,0.096300942,0.102029093
Remora_remora,1,80,1548,52.91,0.75,1.11,19.66,0.88,22.69,0.0342,43.1141,0.0007,0.0127,50.5157,0.0147,1258.43,90.4716,1265.36,72.0745,1211.87,76.603,1219.09,55.0926,1238.28,73.488,1238.38,72.9683,1238.11,74.0425,,,benthic,reef associated,benthic,marine,226.445,656,217.685,656,0.00489131,0.086815997,0.100199921
Remora_remora,1,90,1548,55.96,0.77,1.62,20.80,0.76,21.69,0.0362,44.3141,0.0010,0.0134,43.7404,0.0140,1404.12,158.175,1413.71,139.713,1356.54,135.275,1367.02,116.28,1386.19,137.279,1386.31,136.412,1386.03,138.005,,,benthic,reef associated,benthic,marine,226.445,656,217.685,656,0.007142664,0.091872955,0.095803611
Parophrys_vetulus,1,30,1003,24.14,1.57,2.99,16.61,1.63,17.71,0.0241,89.8044,0.0030,0.0166,93.3228,0.0177,312.869,-74.4549,313.717,-91.0386,296.053,-75.2263,297.288,-92.8899,304.969,-83.0901,305.113,-84.4476,304.796,-81.4727,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.034226735,0.189972107,0.20257205
Parophrys_vetulus,1,40,1003,22.77,1.53,3.49,15.66,1.49,16.00,0.0227,87.8268,0.0035,0.0156,85.5597,0.0160,421.512,-74.8883,421.253,-90.5431,404.473,-74.3694,404.819,-90.3701,413.285,-81.9856,413.313,-83.648,413.313,-80.1569,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.039939595,0.179121747,0.183097267
Parophrys_vetulus,1,50,1003,23.49,1.65,2.66,17.76,1.72,17.29,0.0234,94.5930,0.0027,0.0177,98.6408,0.0172,522.56,-81.5285,520.476,-99.1673,506.605,-80.2456,505.323,-97.4836,513.363,-89.5289,513.302,-90.8728,513.455,-88.2156,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.030449793,0.203198556,0.197754315
Parophrys_vetulus,1,60,1003,23.53,1.61,2.96,16.82,1.58,16.66,0.0235,92.4455,0.0030,0.0168,90.4717,0.0166,623.56,-94.5425,620.509,-111.085,607.5,-91.8925,604.448,-108.274,614.018,-101.975,613.834,-103.376,614.256,-100.443,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.033900242,0.192444772,0.190635805
Parophrys_vetulus,1,70,1003,22.06,1.57,3.19,15.53,1.45,15.17,0.0220,89.9937,0.0032,0.0155,83.3555,0.0151,708.563,-112.009,705.462,-127.224,692.475,-108.616,689.762,-123.541,699.453,-117.843,699.14,-119.281,699.922,-116.187,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.036509698,0.177644252,0.173546063
Parophrys_vetulus,1,80,1003,23.85,1.52,2.59,15.26,1.32,15.18,0.0238,87.2085,0.0026,0.0152,75.8051,0.0151,816.583,-137.043,812.683,-151.794,799.288,-133.312,795.389,-147.979,806.958,-142.127,806.758,-143.329,807.216,-140.781,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.029617321,0.174555975,0.173624138
Parophrys_vetulus,1,90,1003,24.77,1.40,1.75,14.84,1.30,15.71,0.0247,80.0775,0.0017,0.0148,74.5101,0.0157,913.786,-162.719,909.547,-176.939,895.327,-157.332,890.999,-172.435,903.185,-167.374,903.042,-168.192,903.369,-166.474,,,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.020007474,0.169757063,0.179738977
Symphysodon_discus,1,30,600,17.32,1.43,0.00,12.53,1.86,11.25,0.0289,81.9394,0.0000,0.0209,106.5194,0.0188,217.923,396.206,213.577,384.458,206.979,398.46,202.633,388.079,208.669,391.62,208.669,391.62,208.669,391.62,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0,0.110138939,0.098953803
Symphysodon_discus,1,40,600,22.68,1.28,0.95,15.84,1.70,13.40,0.0378,73.5323,0.0016,0.0264,97.4312,0.0223,277.982,375.376,272.591,360.486,261.637,378.799,257.273,366.134,265.186,371.129,265.113,370.687,265.285,371.62,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.008341878,0.139240978,0.117785743
Symphysodon_discus,1,50,600,21.53,1.37,1.28,15.21,1.62,14.64,0.0359,78.3432,0.0021,0.0253,92.5967,0.0244,346.277,353.872,343.079,339.006,331.065,358.194,327.089,344.106,335.616,348.663,335.419,348.006,335.715,349.254,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.011277783,0.133703417,0.12871113
Symphysodon_discus,1,60,600,20.79,1.31,1.48,13.45,1.86,16.61,0.0346,75.2061,0.0025,0.0224,106.5357,0.0277,397.189,337.936,394.032,324.857,383.84,343.799,378.969,327.924,387.119,333.443,386.916,332.732,387.322,334.154,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.013002936,0.118303204,0.146007993
Symphysodon_discus,1,70,600,20.24,1.39,1.01,14.53,1.74,14.58,0.0337,79.8202,0.0017,0.0242,99.4110,0.0243,461.357,322.205,458.538,307.947,447.099,325.991,444.038,311.733,451.522,317.188,451.449,316.674,451.632,317.665,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.008860942,0.127793949,0.128223656
Symphysodon_discus,1,80,600,20.43,1.45,2.45,14.25,1.67,14.43,0.0340,82.8651,0.0041,0.0237,95.7730,0.0241,522.412,309.866,520.318,295.772,508.077,312.202,505.822,297.947,513.365,303.892,513.134,302.737,513.481,305.162,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.021539618,0.125285393,0.126899299
Symphysodon_discus,1,90,600,18.24,1.59,1.58,13.05,1.68,13.38,0.0304,91.3359,0.0026,0.0217,96.2402,0.0223,583.738,298.414,581.679,285.528,571.716,300.473,569.258,287.322,576.415,292.983,576.36,292.24,576.553,293.808,,,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.013891086,0.114740725,0.117635941
Cheilopogon_melanurus,1,30,1300,29.85,1.08,0.20,15.80,1.14,15.37,0.0230,61.6927,0.0002,0.0122,65.3353,0.0118,1415.85,-278.651,1415.76,-294.452,1440.9,-279.262,1441.07,-294.627,1429.03,-286.307,1429.05,-286.411,1429.03,-286.217,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001554208,0.125922479,0.122453384
Cheilopogon_melanurus,1,40,1300,29.47,1.11,0.14,15.78,1.14,15.83,0.0227,63.6477,0.0001,0.0121,65.4768,0.0122,1306.99,-273.678,1305.9,-289.419,1332.18,-275.632,1330.55,-291.373,1319.08,-282.911,1319.07,-282.981,1319.11,-282.842,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001152664,0.125742676,0.126113044
Cheilopogon_melanurus,1,50,1300,30.35,1.19,0.17,16.89,1.15,16.22,0.0233,68.1675,0.0001,0.0130,65.8530,0.0125,1171.58,-258.271,1170.51,-275.125,1196.33,-260.738,1195.51,-276.934,1183.51,-267.282,1183.51,-267.356,1183.55,-267.195,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001322037,0.134582346,0.129233567
Cheilopogon_melanurus,1,60,1300,29.27,1.23,0.23,16.42,1.18,16.67,0.0225,70.4607,0.0002,0.0126,67.8942,0.0128,1038.84,-249.195,1038.1,-265.596,1063.13,-250.908,1061.67,-267.517,1050.08,-257.959,1050.08,-258.049,1050.03,-257.827,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001813466,0.130834892,0.1328699
Cheilopogon_melanurus,1,70,1300,28.33,1.21,0.42,16.10,1.21,15.83,0.0218,69.4453,0.0003,0.0124,69.3322,0.0122,912.159,-239.42,911.171,-255.485,934.897,-241.15,934.403,-256.968,923.217,-248.607,923.236,-248.797,923.236,-248.379,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.003331102,0.128266173,0.126117369
Cheilopogon_melanurus,1,80,1300,28.12,1.50,0.00,16.68,1.28,17.95,0.0216,85.6817,0.0000,0.0128,73.4596,0.0138,772.51,-229.056,771.677,-245.712,793.538,-231.138,792.289,-249.044,781.046,-238.217,781.046,-238.217,781.046,-238.217,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0,0.132899947,0.143042204
Cheilopogon_melanurus,1,90,1300,28.53,1.41,0.00,18.49,1.32,17.51,0.0219,80.6032,0.0000,0.0142,75.4044,0.0135,661.813,-214.006,659.532,-232.359,684.002,-217.428,681.41,-234.744,671.456,-224.79,671.56,-224.79,671.56,-224.79,,,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0,0.147382963,0.139531105
Mugil_cephalus,1,30,1822,63.21,0.86,0.69,26.21,0.88,27.12,0.0347,49.1215,0.0004,0.0144,50.6137,0.0149,611.713,188.484,614.185,162.393,554.312,182.717,557.608,155.802,584.504,171.893,584.504,171.48,584.413,172.168,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002242149,0.084672263,0.087606535
Mugil_cephalus,1,40,1822,67.36,0.87,0.86,29.89,0.92,28.61,0.0370,50.1062,0.0005,0.0164,52.8547,0.0157,798.308,212.679,801.485,182.963,737.942,205.203,741.306,176.796,768.022,195.568,768.067,195.16,768.022,196.021,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002785514,0.096553537,0.092418581
Mugil_cephalus,1,50,1822,68.38,0.89,1.20,31.37,0.97,29.83,0.0375,51.0429,0.0007,0.0172,55.5140,0.0164,927.408,225.278,930.027,194.02,866.291,218.991,869.259,189.306,895.975,206.994,896.01,206.431,896.01,207.627,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.003864035,0.10134216,0.096384433
Mugil_cephalus,1,60,1822,72.13,0.89,0.84,32.38,1.00,32.94,0.0396,50.8679,0.0005,0.0178,57.4642,0.0181,1129.29,227.583,1128.35,195.215,1065.12,229.089,1064.37,196.156,1094.78,211.868,1094.72,211.483,1094.86,212.307,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002700329,0.104618576,0.106427477
Mugil_cephalus,1,70,1822,68.30,1.00,1.51,32.71,1.03,33.05,0.0375,57.3989,0.0008,0.0180,58.7420,0.0181,1319.71,219.255,1317.88,186.596,1260.23,221.08,1258.95,188.056,1288.94,203.824,1288.98,203.062,1289.01,204.576,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.004892389,0.105680166,0.106774005
Mugil_cephalus,1,80,1822,64.42,1.07,1.31,32.32,1.08,33.09,0.0354,61.2156,0.0007,0.0177,61.8770,0.0182,1496.36,214.675,1496.17,182.351,1441.73,214.864,1440.97,181.783,1468.95,198.125,1468.89,197.354,1469.01,198.658,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.004230762,0.104434137,0.106906248
Mugil_cephalus,1,90,1822,62.19,1.03,0.94,29.81,1.09,32.56,0.0341,58.7318,0.0005,0.0164,62.3396,0.0179,1668.99,224.634,1671.4,194.921,1615.6,220.703,1618.54,188.277,1643.79,207.664,1643.91,207.196,1643.83,208.132,,,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.003035053,0.096311967,0.1051916
Equetus_lanceolatus,1,30,1993,45.54,1.46,0.60,33.16,1.66,32.72,0.0228,83.6250,0.0003,0.0166,94.8811,0.0164,1790.91,-189.128,1793.35,-222.202,1823.76,-184.467,1826.89,-217.037,1810.49,-203.134,1810.45,-203.415,1810.49,-202.813,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.002041199,0.112201242,0.11069966
Equetus_lanceolatus,1,40,1993,68.14,0.70,1.85,26.83,1.13,31.10,0.0342,39.9504,0.0009,0.0135,65.0040,0.0156,1584.16,-207.895,1587.17,-234.552,1645.81,-202.1,1647.44,-233.161,1622.43,-220.653,1622.22,-221.474,1622.29,-219.627,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.006253323,0.090760045,0.105231294
Equetus_lanceolatus,1,50,1993,71.48,0.44,1.60,17.22,0.73,24.14,0.0359,25.3793,0.0008,0.0086,42.0068,0.0121,1426.47,-212.917,1427.76,-230.088,1357.02,-211.123,1358.56,-235.213,1389.09,-220.329,1389.27,-221.174,1389.18,-219.579,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.005404845,0.058257256,0.081668523
Equetus_lanceolatus,1,60,1993,82.19,0.74,3.91,27.21,0.68,28.55,0.0412,42.6391,0.0020,0.0137,38.8295,0.0143,1153.96,-200.169,1162.17,-226.113,1232.44,-198.655,1231.58,-227.194,1191.56,-213.861,1191.63,-215.483,1191.41,-211.576,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.013239243,0.092064762,0.096598003
Equetus_lanceolatus,1,70,1993,82.21,0.71,0.00,26.52,0.74,30.89,0.0412,40.4433,0.0000,0.0133,42.5442,0.0155,937.096,-180.009,937.679,-206.52,1013.13,-181.757,1012.55,-212.638,973.221,-195.45,973.221,-195.45,973.221,-195.45,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0,0.089714656,0.104496139
Equetus_lanceolatus,1,80,1993,82.64,0.70,0.00,28.46,0.74,30.27,0.0415,40.0347,0.0000,0.0143,42.1994,0.0152,778.111,-161.247,773.543,-189.341,855.084,-167.414,852.343,-197.563,814.656,-178.834,814.656,-178.834,814.656,-178.834,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0,0.096296875,0.102421865
Equetus_lanceolatus,1,90,1993,82.47,0.75,1.10,29.52,0.71,29.02,0.0414,42.7697,0.0006,0.0148,40.5963,0.0146,614.698,-143.067,611.949,-172.459,690.821,-149.622,689.129,-178.591,650.861,-161.18,650.861,-161.722,650.904,-160.62,,,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.003731163,0.099874061,0.098175998
Novumbra_hubbsi,1,30,1806,46.03,1.26,5.72,28.80,1.39,26.66,0.0255,71.9391,0.0032,0.0159,79.3689,0.0148,641.423,124.083,643.094,95.3271,606.209,120.529,606.694,93.8765,622.498,107.91,622.541,105.162,622.41,110.876,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.019220944,0.096867782,0.089645856
Novumbra_hubbsi,1,40,1806,47.40,1.05,4.37,28.30,1.44,25.60,0.0262,60.3306,0.0024,0.0157,82.4212,0.0142,796.425,138.315,799.603,110.191,757.815,132.436,760.834,107.013,773.882,121.031,774.014,119.051,773.662,123.407,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.01469676,0.095181521,0.086096983
Novumbra_hubbsi,1,50,1806,46.69,1.10,4.58,29.51,1.47,25.84,0.0259,63.0844,0.0025,0.0163,84.1023,0.0143,991.408,151.675,992.121,122.173,952.642,149.253,954.21,123.456,967.732,137.109,967.634,134.844,967.634,139.424,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.01540231,0.099242713,0.086914122
Novumbra_hubbsi,1,60,1806,48.68,1.03,6.15,28.77,1.51,26.90,0.0270,59.2038,0.0034,0.0159,86.4207,0.0149,1154.76,154.119,1154.19,125.356,1114.64,152.824,1115.07,125.931,1129.17,139.264,1129.17,136.524,1129.11,142.674,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.020683125,0.096747514,0.090451367
Novumbra_hubbsi,1,70,1806,45.86,1.21,6.34,27.58,1.32,26.95,0.0254,69.4255,0.0035,0.0153,75.7444,0.0149,1352.05,158.742,1353.91,131.229,1314.88,156.361,1316.74,129.473,1333.12,143.681,1333.23,140.706,1333.18,147.048,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.02132849,0.09273603,0.090639084
Novumbra_hubbsi,1,80,1806,44.12,1.40,6.16,26.51,1.07,24.67,0.0244,79.9925,0.0034,0.0147,61.3714,0.0137,1543.6,170.478,1544.83,144,1506.75,167.749,1508.94,143.181,1528.57,155.132,1528.57,152.162,1528.6,158.326,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.020729468,0.089140207,0.082948552
Novumbra_hubbsi,1,90,1806,42.56,1.35,6.49,25.39,1.28,26.83,0.0236,77.4022,0.0036,0.0141,73.3052,0.0149,1722.09,190.692,1724.92,165.459,1687.75,186.661,1692.37,160.234,1708.01,174.833,1708.15,172.012,1707.67,178.486,,,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.021831496,0.085389339,0.090220534
Elops_saurus,1,30,1207,20.66,2.09,9.36,17.54,2.10,17.64,0.0171,119.6057,0.0078,0.0145,120.1252,0.0146,1221.6,298.726,1217.48,281.678,1231.57,295.843,1227.04,278.796,1224.36,288.483,1223.15,284.222,1225.26,293.346,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.074074542,0.138729807,0.139519597
Elops_saurus,1,40,1207,21.20,2.21,9.67,18.65,2.15,18.92,0.0176,126.7279,0.0080,0.0155,123.1088,0.0157,1100.61,338.335,1097.82,319.895,1110.6,336.778,1107.16,318.174,1103.8,328.173,1103.39,323.419,1104.62,333.008,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.076469384,0.14751844,0.149650115
Elops_saurus,1,50,1207,21.48,2.17,10.01,19.27,2.06,19.63,0.0178,124.5572,0.0083,0.0160,117.9394,0.0163,975.012,330.736,978.808,311.843,984.995,334.118,989.698,315.06,981.876,322.277,982.733,317.791,980.616,327.57,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.079142607,0.15242814,0.155268869
Elops_saurus,1,60,1207,22.65,2.21,10.95,19.56,1.96,20.02,0.0188,126.7253,0.0091,0.0162,112.1834,0.0166,859.121,298.916,864.669,280.16,869.6,302.878,876.116,283.947,866.59,290.959,867.698,286.123,865.28,296.802,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.086607979,0.15471225,0.158364032
Elops_saurus,1,70,1207,22.40,2.04,7.96,19.17,2.12,20.60,0.0186,116.7916,0.0066,0.0159,121.3708,0.0171,734.688,263.418,740.318,245.096,745.538,268.229,751.372,248.474,743.064,256.226,743.814,252.525,742.362,260.348,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.062935909,0.151612729,0.162931377
Elops_saurus,1,80,1207,21.23,2.10,9.40,18.45,2.05,18.72,0.0176,120.5115,0.0078,0.0153,117.3769,0.0155,621.099,229.352,624.988,211.313,632.435,231.917,635.083,213.382,628.298,220.912,628.877,216.94,627.814,226.275,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.074316018,0.145964775,0.148098443
Elops_saurus,1,90,1207,21.56,2.07,9.73,17.72,2.03,18.14,0.0179,118.5171,0.0081,0.0147,116.5051,0.0150,502.121,213.672,503.746,196.028,512.832,214.218,514.735,196.183,508.148,205.634,508.467,200.981,508.072,210.698,,,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.076923884,0.140152761,0.143446826
Chiasmodon_niger,1,30,1143,32.49,1.53,1.70,23.42,1.41,19.65,0.0284,87.6667,0.0015,0.0205,80.7445,0.0172,477.625,298.953,470.183,276.75,455.175,304.162,447.856,285.929,461.905,290.001,461.571,289.298,462.237,290.862,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.009155478,0.126121692,0.105817517
Chiasmodon_niger,1,40,1143,40.09,1.21,4.57,23.59,1.36,24.13,0.0351,69.6140,0.0040,0.0206,78.1076,0.0211,594.791,250.166,587.199,227.826,565.296,260.679,556.535,238.193,574.933,244.472,574.057,242.427,575.371,246.808,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.024634093,0.127079167,0.129974975
Chiasmodon_niger,1,50,1143,41.71,1.03,2.01,21.56,1.10,21.11,0.0365,59.2582,0.0018,0.0189,63.0795,0.0185,738.239,208.267,732.198,187.573,703.15,218.164,697.881,197.727,716.904,202.782,716.676,201.835,717.133,203.794,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.01083427,0.116107721,0.113670984
Chiasmodon_niger,1,60,1143,41.94,1.01,1.54,20.75,1.02,20.55,0.0367,57.9975,0.0014,0.0182,58.5603,0.0180,850.088,172.635,844.016,152.789,814.396,183.742,809.064,163.897,829.341,168.764,829.119,168.062,829.673,169.503,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.008314889,0.111779532,0.110673916
Chiasmodon_niger,1,70,1143,42.99,1.02,2.45,20.62,0.96,20.34,0.0376,58.4572,0.0021,0.0180,55.2298,0.0178,964.988,132.352,959.324,112.528,929.172,143.181,922.841,123.856,944.302,126.968,944.052,125.846,944.676,128.215,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.013194396,0.111042555,0.109525576
Chiasmodon_niger,1,80,1143,44.21,0.94,1.02,19.87,0.94,20.64,0.0387,54.0902,0.0009,0.0174,53.7334,0.0181,1047,115.278,1044.33,95.5893,1008.08,122.343,1004.84,101.959,1026.36,107.878,1026.35,107.404,1026.42,108.422,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.005495793,0.107011987,0.111164377
Chiasmodon_niger,1,90,1143,41.75,0.95,0.43,18.07,0.88,19.14,0.0365,54.6332,0.0004,0.0158,50.4067,0.0167,1170.55,119.746,1172.88,101.831,1133.33,117.187,1134.84,98.1083,1154.28,109.942,1154.18,109.804,1154.31,110.217,,,pelagic,pelagic,pelagic,marine,185.67,525,385.751,565,0.00233197,0.097301034,0.103077298
Diplectrum_formosum,1,40,719,25.19,1.20,0.70,16.01,1.42,14.66,0.0350,68.6061,0.0010,0.0223,81.5709,0.0204,328.581,-246.32,333.494,-261.56,309.53,-252.637,313.741,-266.674,319.817,-257.376,319.899,-257.762,319.762,-257.073,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.004845918,0.110456622,0.101093571
Diplectrum_formosum,1,50,719,28.92,1.02,0.83,14.70,1.14,14.51,0.0402,58.4566,0.0012,0.0204,65.3378,0.0202,397.671,-221.597,403.176,-235.229,375.477,-231.209,380.457,-244.84,388.535,-233.98,388.838,-234.354,388.411,-233.642,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.00572707,0.101414685,0.100108447
Diplectrum_formosum,1,60,719,27.90,1.15,0.94,14.97,1.15,15.07,0.0388,65.8956,0.0013,0.0208,66.0360,0.0210,478.35,-165.76,487.218,-177.816,460.017,-179.709,468.785,-191.964,473.592,-178.774,473.886,-179.045,473.254,-178.345,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.006505658,0.103240419,0.103946503
Diplectrum_formosum,1,70,719,27.69,1.05,1.16,13.99,1.12,13.94,0.0385,60.2387,0.0016,0.0195,63.9379,0.0194,538.372,-122.687,545.592,-134.67,519.168,-135.899,526.542,-147.728,531.895,-135.277,532.289,-135.769,531.501,-134.916,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.008010707,0.096506198,0.096155579
Diplectrum_formosum,1,80,719,28.98,1.05,0.62,14.00,0.96,13.30,0.0403,59.9662,0.0009,0.0195,55.1633,0.0185,628.435,-80.1574,633.231,-93.3139,605.811,-89.7481,609.869,-102.413,619.475,-91.0088,619.543,-91.3014,619.408,-90.6936,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.004294913,0.096598464,0.091740333
Diplectrum_formosum,1,90,719,29.74,0.85,0.34,12.68,0.76,10.92,0.0414,48.7841,0.0005,0.0176,43.7250,0.0152,679.594,-64.9727,683.581,-77.0089,653.605,-73.329,656.595,-83.8319,668.069,-74.4729,668.117,-74.602,668.004,-74.2793,,,demersal,reef associated,demersal,marine,144.965,346,230.774,324,0.002358588,0.087465004,0.075329983
Gadopsis_marmoratus,1,30,1520,35.01,1.47,3.12,23.60,1.67,25.59,0.0230,84.4111,0.0021,0.0155,95.6401,0.0168,524.85,-207.177,527.088,-230.674,501.033,-207.976,501.832,-233.552,512.983,-219.752,513.074,-221.126,512.891,-218.012,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.016581118,0.125464258,0.136016316
Gadopsis_marmoratus,1,40,1520,35.79,1.39,2.12,22.03,1.46,23.75,0.0235,79.4067,0.0014,0.0145,83.5253,0.0156,696.631,-193.871,697.674,-215.877,670.456,-195.029,670.919,-218.772,683.898,-205.437,683.946,-206.399,683.898,-204.282,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.011255869,0.117104861,0.126230619
Gadopsis_marmoratus,1,50,1520,38.36,1.32,1.81,21.87,1.42,24.95,0.0252,75.6868,0.0012,0.0144,81.3732,0.0164,844.18,-179.232,844.817,-201.097,815.735,-180.824,816.478,-205.767,830.475,-191.342,830.475,-192.224,830.429,-190.414,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.009624216,0.116273372,0.132644071
Gadopsis_marmoratus,1,60,1520,35.61,1.30,2.06,20.47,1.25,20.80,0.0234,74.2692,0.0014,0.0135,71.7092,0.0137,987.723,-166.703,988.051,-187.17,960.142,-168.564,960.251,-189.359,974.373,-176.803,974.41,-177.797,974.373,-175.735,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.010962387,0.108806919,0.110537962
Gadopsis_marmoratus,1,70,1520,32.23,1.30,0.64,18.85,1.26,19.66,0.0212,74.2348,0.0004,0.0124,72.3054,0.0129,1155.18,-161.414,1155.18,-180.259,1128.78,-161.64,1129.79,-181.274,1142.73,-170.971,1142.83,-171.327,1142.76,-170.691,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.003401092,0.10017116,0.104503108
Gadopsis_marmoratus,1,80,1520,29.85,1.24,1.99,17.33,1.25,18.20,0.0196,71.2061,0.0013,0.0114,71.6187,0.0120,1288.03,-159.597,1289.13,-176.892,1263.79,-159.094,1263.99,-177.294,1276.5,-167.894,1276.47,-168.887,1276.43,-166.9,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.010564098,0.092117845,0.096748484
Gadopsis_marmoratus,1,90,1520,30.76,1.22,0.97,17.13,1.21,17.84,0.0202,69.7471,0.0006,0.0113,69.3073,0.0117,1446.54,-154.943,1447.18,-172.058,1421.71,-155.264,1421.71,-173.102,1434.61,-164.421,1434.65,-164.918,1434.61,-163.946,,,benthopelagic,benthopelagic,demersal,freshwater,188.128,536,328.409,566,0.005171068,0.091038877,0.094818422
Phalacronotus_bleekeri,1,30,1260,26.08,1.64,0.21,18.27,1.56,18.69,0.0207,93.7589,0.0002,0.0145,89.1480,0.0148,430.813,-199.195,426.545,-216.96,413.394,-195.042,408.779,-213.153,420.301,-206.346,420.315,-206.443,420.329,-206.234,,,demersal,demersal,demersal,freshwater,118.214,425,241.045,425,0.001771942,0.154554424,0.158100939
Phalacronotus_bleekeri,1,40,1260,25.94,1.48,0.19,16.95,1.42,17.73,0.0206,85.0826,0.0001,0.0135,81.4093,0.0141,560.662,-214.231,561.373,-231.171,541.302,-214.16,541.658,-231.882,551.781,-222.862,551.781,-222.971,551.781,-222.784,,,demersal,demersal,demersal,freshwater,118.214,425,241.045,425,0.001581877,0.143425604,0.149944806
